,Unnamed: 0,Date,User,Tweet,translated
1416,1416,2022-02-12 10:11:57+00:00,ehfajardo08,"@Zer0Se7enTen @Bembenida1 @gideonlasco My username is very significant, coming from sen.tito sotto to his bashers... 
How about yours? 0710, Dont laugh with others without smelling at your own shit.","@Zer0Se7enTen @Bembenida1 @gideonlasco My username is very significant, coming from sen.tito sotto to his bashers... 
How about yours? 0710, Dont laugh with others without smelling at your own shit."
1417,1417,2022-02-12 07:05:00+00:00,PangMasaNews,TINGNAN: Nagtungo si presidential aspirant Sen. Panfilo Lacson at kanyang running mate na si Senate President Vicente ‘Tito’ Sotto III sa Davao del Norte bilang bahagi ng kanilang campaign rally nitong Biyernes. https://t.co/yoCcS2pysb,SEE: Presidential Aspirant Sen went.Panfilo Lacson and his running mate Senate President Vicente 'Tito' Sotto III in Davao del Norte as part of their campaign rally this Friday.https://t.co/YOCS2PYSB
1418,1418,2022-02-12 06:21:45+00:00,benjiegagago,"LACSON-SOTTO Tandem 
February 12, 2022
 
The irrefutable candidate for presidency Sen. Ping Lacson and the indubitable President of the Senate Tito Sotto running for vice-president conducted their major campaign in the Municipality of Mawab, Davao de Oro, together with their","LACSON-SOTTO Tandem 
February 12, 2022
 
The irrefutable candidate for presidency Sen. Ping Lacson and the indubitable President of the Senate Tito Sotto running for vice-president conducted their major campaign in the Municipality of Mawab, Davao de Oro, together with their"
1419,1419,2022-02-12 06:05:00+00:00,PilStarNgayon,TINGNAN: Nagtungo si presidential aspirant Sen. Panfilo Lacson at kanyang running mate na si Senate President Vicente ‘Tito’ Sotto III sa Davao del Norte bilang bahagi ng kanilang campaign rally nitong Biyernes. https://t.co/6A9396EJza,SEE: Presidential Aspirant Sen went.Panfilo Lacson and his running mate Senate President Vicente 'Tito' Sotto III in Davao del Norte as part of their campaign rally this Friday.https://t.co/6a9396EJZA
1420,1420,2022-02-12 05:55:38+00:00,onenewsph,"Supporters greet presidential aspirant Sen. Ping Lacson and his running mate Sen. Tito Sotto with a warm welcome for their campaign rally on Saturday in Mawab, Davao de Oro. #BilangPilipino2022

📷 UsaPingLacson, Vicente Tito Sotto https://t.co/eVrDpZHtvl","Supporters Greeet Presidential Aspirant Sen.Ping Lacson and His Running Ten.Tito Sotto with a warm welcome for their campaign on Saturday in Mawab, Davao de Oro.# countilipino2

📷 Usapinglacson, Vicente Tito Sotto https://t.co/Evrdpzhtvl"
1421,1421,2022-02-12 05:04:52+00:00,maryon789,@moddu_kun @paulsoriano1017 Kay Leni sya Hindi Kay pangilinan. Sabeeeee. Compare ming Yung Kay Kiko sya tapos pamangkin sya ni Tito sotto getcha,@moddu_kun @paulsoriano1017 because he is not with Pangilinan.Sabeeeee.Compare ming yung kay kiko sya finished his nephew of tito sotto getcha
1422,1422,2022-02-12 04:31:55+00:00,News5PH,"Nasa Mawab, Davao de Oro na ang tambalan nina presidential aspirant Sen. Ping Lacson at vice presidential aspirant Senate Pres. Tito Sotto para sa kanilang kampanya. #BilangPilipino2022

📷: UsaPingLacson https://t.co/2k2YmUBpoP","Nawab, Davao de Oro na Tambalan Nina Presidential Aspirant Sen.Ping Lacson and Vice Presidential Aspirant Senate Pres.Tito Sotto for the campaign.# countilipino2

📷: Usapinglacson https://t.co/2k2ymubpop"
1423,1423,2022-02-12 03:17:17+00:00,cnc_tribunephl,"The province of Davao del Norte will “definitely” back the tandem of Senators Panfilo “Ping” Lacson and Vicente “Tito” Sotto III come the 2022 May elections. 

Read more: https://t.co/kvIhWWsr7a

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune https://t.co/bvvn1t2lfV","The province of Davao del Norte will “definitely” back the tandem of Senators Panfilo “Ping” Lacson and Vicente “Tito” Sotto III come the 2022 May elections. 

Read more: https://t.co/kvIhWWsr7a

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune https://t.co/bvvn1t2lfV"
1424,1424,2022-02-12 03:16:49+00:00,tribunephl,"The province of Davao del Norte will “definitely” back the tandem of Senators Panfilo “Ping” Lacson and Vicente “Tito” Sotto III come the 2022 May elections. 

Read more: https://t.co/mBGbVMfGvg

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune https://t.co/WaXpKmLt27","The province of Davao del Norte will “definitely” back the tandem of Senators Panfilo “Ping” Lacson and Vicente “Tito” Sotto III come the 2022 May elections. 

Read more: https://t.co/mBGbVMfGvg

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune https://t.co/WaXpKmLt27"
1425,1425,2022-02-12 02:05:57+00:00,ABSCBNNews,"Nagtungo sa Davao de Oro sina presidential candidate Sen. Ping Lacson at running mate nitong si Sen. Tito Sotto Sabado ng umaga. 

Binisita nila ang mga bayan ng Mawab at Monkayo. | via @HernelTocmo #Halalan2022 https://t.co/r1kNWejBwx","Presidential candidate Sen went to Davao de Oro.Ping Lacson and its running mate Sen.Tito Sotto Saturday morning.

They visited the towns of Mawab and Monkayo.|via @herneltocmo #Election2022 https://t.co/r1knwejbwx"
1426,1426,2022-02-09 22:20:38+00:00,MlaStandard,"Presidential candidate Senator Panfilo Lacson and running mate Vicente Sotto III confirmed Wednesday they have dropped former Quezon City Mayor Herbert Bautista from their Senate slate for the 2022 national elections.
Read more 👇
https://t.co/B5gnpAmdXM https://t.co/nYVVfrMm7d","Presidential candidate Senator Panfilo Lacson and running mate Vicente Sotto III confirmed Wednesday they have dropped former Quezon City Mayor Herbert Bautista from their Senate slate for the 2022 national elections.
Read more 👇
https://t.co/B5gnpAmdXM https://t.co/nYVVfrMm7d"
1427,1427,2022-02-09 15:41:39+00:00,Politiko_Ph,"“Guest” senatorial candidates who snubbed the proclamation rally of Senator Panfilo Lacson and Senate President Vicente Sotto III may be dropped from their slate, the tandem’s spokesperson has warned.
https://t.co/n89oNTHqqS
#PolitikoNews
@iampinglacson 
@sotto_tito","“Guest” senatorial candidates who snubbed the proclamation rally of Senator Panfilo Lacson and Senate President Vicente Sotto III may be dropped from their slate, the tandem’s spokesperson has warned.
https://t.co/n89oNTHqqS
#PolitikoNews
@iampinglacson 
@sotto_tito"
1428,1428,2022-02-09 14:44:10+00:00,phvote,"Senator Vicente Sotto III asks for the support of Quezon City, the most vote-rich city, for his vice presidential run https://t.co/W8rgeHdwOl","Senator Vicente Sotto III asks for the support of Quezon City, the most vote-rich city, for his vice presidential run https://t.co/W8rgeHdwOl"
1429,1429,2022-02-09 14:26:18+00:00,phvote,"Senator Vicente Sotto III asks for the support of Quezon City, the most vote-rich city, for his vice presidential run. #PHVote #WeDecide  https://t.co/XpRWAgZdez","Senator Vicente Sotto III asks for the support of Quezon City, the most vote-rich city, for his vice presidential run. #PHVote #WeDecide  https://t.co/XpRWAgZdez"
1430,1430,2022-02-09 14:25:24+00:00,rapplerdotcom,"Senator Vicente Sotto III asks for the support of Quezon City, the most vote-rich city, for his vice presidential run. #PHVote #WeDecide  https://t.co/rcAPKoo9fm","Senator Vicente Sotto III asks for the support of Quezon City, the most vote-rich city, for his vice presidential run. #PHVote #WeDecide  https://t.co/rcAPKoo9fm"
1431,1431,2022-02-09 13:25:16+00:00,UNTVNewsRescue,"Presidential candidate Sen. Panfilo Lacson and vice presidential candidate Sen. Vicente Sotto III confirm that they removed senatorial candidate Herbert Bautista from their senatorial slate.
https://t.co/Se5D0GYrq0","Presidential candidate Sen. Panfilo Lacson and vice presidential candidate Sen. Vicente Sotto III confirm that they removed senatorial candidate Herbert Bautista from their senatorial slate.
https://t.co/Se5D0GYrq0"
1432,1432,2022-02-09 12:15:00+00:00,onenewsph,The tandem of presidential aspirant Senators Ping Lacson and vice-presidential aspirant Vicente Sotto III confirms that they have dropped former Quezon City mayor Herbert Bautista from their senatorial slate for the 2022 elections. #BilangPilipino2022 https://t.co/9kzAW7DQp9,The tandem of presidential aspirant Senators Ping Lacson and vice-presidential aspirant Vicente Sotto III confirms that they have dropped former Quezon City mayor Herbert Bautista from their senatorial slate for the 2022 elections. #BilangPilipino2022 https://t.co/9kzAW7DQp9
1433,1433,2022-02-09 12:01:45+00:00,AbanteNews,"Kinumpirma nina presidential aspirant Panfilo Lacson at running mate Vicente Sotto III na tinanggal na nila sa kanilang senatorial line si dating Quezon City Mayor Herbert Bautista.
https://t.co/az7JVxcYHh
#TunayNaTabloidista  
#AbanteNews
@iampinglacson","He confirmed the Presidential Aspirant Panfilo Lacson at Running Mate Vicente Sotto Sotto III that he took him to the Sensentorial Line of Dating Quezon City Mayor Herbert Bautista.
https://t.co/Az7jvvxcyh
#Tuynabloidist
# #
@iampinglacson"
1434,1434,2022-02-09 10:56:36+00:00,itstimetoG,@girlunbound Itchoy’s batchoyan. Near vicente sotto,@girlunbound Itchoy batchoyan. Near vicente sotto
1435,1435,2022-02-09 10:47:57+00:00,rapplerdotcom,Sharing senatorial candidates is a compromise that presidential bet Panfilo Lacson and running mate Vicente Sotto III are willing to make as long as common bets remain 'fair'. #PHVote #WeDecide  https://t.co/JNPYGlZvZi,Sharing senatorial candidates is a compromise that presidential bet Panfilo Lacson and running mate Vicente Sotto III are willing to make as long as common bets remain 'fair'. #PHVote #WeDecide  https://t.co/JNPYGlZvZi
1436,1436,2022-02-09 10:47:56+00:00,uncthedemocrat,"Running alongside Senate President Vicente Sotto,  the Lacson-Sotto tandem will ensure all their laws and bills will be implemented to benefit the people with no stain of corruption.","Running alongside Senate President Vicente Sotto,  the Lacson-Sotto tandem will ensure all their laws and bills will be implemented to benefit the people with no stain of corruption."
1437,1437,2022-02-09 10:43:55+00:00,phvote,Sharing senatorial candidates is a compromise that presidential bet Panfilo Lacson and running mate Vicente Sotto III are willing to make as long as common bets remain 'fair'. #PHVote #WeDecide  https://t.co/y3kKjabYNw,Sharing senatorial candidates is a compromise that presidential bet Panfilo Lacson and running mate Vicente Sotto III are willing to make as long as common bets remain 'fair'. #PHVote #WeDecide  https://t.co/y3kKjabYNw
1438,1438,2022-02-09 09:17:27+00:00,phvote,Senate President Vicente Sotto III launches his bid for the vice presidency from the vote-rich province of Cavite. Watch his full speech here. https://t.co/UOxkp2vYTb,Senate President Vicente Sotto III launches his bid for the vice presidency from the vote-rich province of Cavite. Watch his full speech here. https://t.co/UOxkp2vYTb
1439,1439,2022-02-09 09:01:09+00:00,24shareupdates,"Senate President Vicente Sotto said he personally witnessed how #HTPs helped his brother—TV host and comedian Vic Sotto— #quitsmoking . 

Read the story here: https://t.co/dZbKaxdrvM https://t.co/81ZJ2qELXN","Senate President Vicente Sotto said he personally witnessed how #HTPs helped his brother—TV host and comedian Vic Sotto— #quitsmoking . 

Read the story here: https://t.co/dZbKaxdrvM https://t.co/81ZJ2qELXN"
1440,1440,2022-02-09 07:43:33+00:00,rapplerdotcom,"NOW: After their proclamation in Senator Panfilo Lacson’s homeground Cavite, the Lacson-Sotto tandem holds a campaign rally in Quezon City, the home turf of Senator Vicente Sotto III. #PHVote #WeDecide | via @ramboreports https://t.co/h1YYqm6175","NOW: After their proclamation in Senator Panfilo Lacson’s homeground Cavite, the Lacson-Sotto tandem holds a campaign rally in Quezon City, the home turf of Senator Vicente Sotto III. #PHVote #WeDecide | via @ramboreports https://t.co/h1YYqm6175"
1441,1441,2022-02-09 07:41:27+00:00,ramboreports,"NOW: After their proclamation in Senator Panfilo Lacson’s homeground Cavite, the Lacson-Sotto tandem holds a campaign rally in Quezon City, the home turf of Senator Vicente Sotto III. #PHVote #WeDecide @rapplerdotcom https://t.co/WBc9TQNGOK","NOW: After their proclamation in Senator Panfilo Lacson’s homeground Cavite, the Lacson-Sotto tandem holds a campaign rally in Quezon City, the home turf of Senator Vicente Sotto III. #PHVote #WeDecide @rapplerdotcom https://t.co/WBc9TQNGOK"
1442,1442,2022-02-09 07:29:06+00:00,rapplerdotcom,"UPDATE: Senators Panfilo Lacson and Vicente Sotto III spoke with reporters this afternoon ahead of their sortie in Quezon City. 

This is the thread of our takeaways. #PHVote #WeDecide | via @ramboreports https://t.co/T2hfMbP6oK","UPDATE: Senators Panfilo Lacson and Vicente Sotto III spoke with reporters this afternoon ahead of their sortie in Quezon City. 

This is the thread of our takeaways. #PHVote #WeDecide | via @ramboreports https://t.co/T2hfMbP6oK"
1443,1443,2022-02-09 07:27:36+00:00,ramboreports,"UPDATE: Senators Panfilo Lacson and Vicente Sotto III spoke with reporters this afternoon ahead of their sortie in Quezon City. 

This is the thread of our takeaways. @rapplerdotcom #PHVote #WeDecide https://t.co/eYzBFc5YSO","UPDATE: Senators Panfilo Lacson and Vicente Sotto III spoke with reporters this afternoon ahead of their sortie in Quezon City. 

This is the thread of our takeaways. @rapplerdotcom #PHVote #WeDecide https://t.co/eYzBFc5YSO"
1444,1444,2022-02-09 07:00:34+00:00,phvote,"During his campaign kick-off, VP candidate Vicente Sotto III says that he and presidential bet Panfilo Lacson should be voted for as they both have decades of legislative experience. He says this would help empower local governments in the country. 

https://t.co/1NaII8WbMv https://t.co/KkKv5zIQDN","During his campaign kick-off, VP candidate Vicente Sotto III says that he and presidential bet Panfilo Lacson should be voted for as they both have decades of legislative experience. He says this would help empower local governments in the country. 

https://t.co/1NaII8WbMv https://t.co/KkKv5zIQDN"
1445,1445,2022-02-09 07:00:34+00:00,rapplerdotcom,"During his campaign kick-off, VP candidate Vicente Sotto III says that he and presidential bet Panfilo Lacson should be voted for as they both have decades of legislative experience. He says this would help empower local governments in the country. 

https://t.co/HOVEJKcce9 https://t.co/Y8rOAPxs7U","During his campaign kick-off, VP candidate Vicente Sotto III says that he and presidential bet Panfilo Lacson should be voted for as they both have decades of legislative experience. He says this would help empower local governments in the country. 

https://t.co/HOVEJKcce9 https://t.co/Y8rOAPxs7U"
1446,1446,2022-02-09 06:54:29+00:00,PaoloSRomero,Presidential candidate Panfilo Lacson and runningmate Senate President Vicente Sotto III pay a courtesy call on Quezon City Mayor Joy Belmonte. The duo will hold a rally at the Quezon Memorial Circle to woo the city's over 1.33 million voters (📹Lacson-Sotto team) @PhilippineStar https://t.co/VNvk23BAFN,Presidential candidate Panfilo Lacson and Runningmate Senate President Vicente Sotto III as a courtesy call on Quezon City Mayor Joy Belmonte.The duo will hold rally at the Quezon Memorial Circle to Woo the City's Over 1.33 Million Voters (📹lacson-Sotto Team) @Philippinestar https:/t.co/vnvk23BAfn
1447,1447,2022-02-09 06:51:28+00:00,inquirerdotnet,The tandem of Senator Panfilo Lacson and Senate President Vicente Sotto III headed to Quezon City for the second day of the official campaign period. | @CMRamosINQ https://t.co/DGOmhDrZdQ,The tandem of Senator Panfilo Lacson and Senate President Vicente Sotto III headed to Quezon City for the second day of the official campaign period. | @CMRamosINQ https://t.co/DGOmhDrZdQ
1448,1448,2022-02-09 06:37:58+00:00,phvote,"ICYMI: Senators Panfilo Lacson and Vicente Sotto III launched their bids for the two highest positions in the land on Tuesday, February 8 in at the Imus Grandstand in Imus, Cavite.

Check this page on what happened during the rally. #PHVote #WeDecide https://t.co/nRGGn6LPtc","ICYMI: Senators Panfilo Lacson and Vicente Sotto III launched their bids for the two highest positions in the land on Tuesday, February 8 in at the Imus Grandstand in Imus, Cavite.

Check this page on what happened during the rally. #PHVote #WeDecide https://t.co/nRGGn6LPtc"
1449,1449,2022-02-09 06:23:02+00:00,rapplerdotcom,"ICYMI: Senators Panfilo Lacson and Vicente Sotto III launched their bids for the two highest positions in the land on Tuesday, February 8 in at the Imus Grandstand in Imus, Cavite.

Check this page on what happened during the rally. #PHVote #WeDecide https://t.co/kdDoxzZQss","ICYMI: Senators Panfilo Lacson and Vicente Sotto III launched their bids for the two highest positions in the land on Tuesday, February 8 in at the Imus Grandstand in Imus, Cavite.

Check this page on what happened during the rally. #PHVote #WeDecide https://t.co/kdDoxzZQss"
1450,1450,2022-02-09 01:00:48+00:00,phvote,"Both 73, senators Panfilo Lacson and Vicente Sotto III have no doubt they can keep up with their younger opponents. #PHVote #WeDecide  https://t.co/iUYuhNu1b6","Both 73, senators Panfilo Lacson and Vicente Sotto III have no doubt they can keep up with their younger opponents. #PHVote #WeDecide  https://t.co/iUYuhNu1b6"
1451,1451,2022-02-09 00:54:46+00:00,rapplerdotcom,Senate President Vicente Sotto III launches his bid for the vice presidency from the vote-rich province of Cavite. Watch his full speech here. https://t.co/1cVp6xfUPb,Senate President Vicente Sotto III launches his bid for the vice presidency from the vote-rich province of Cavite. Watch his full speech here. https://t.co/1cVp6xfUPb
1452,1452,2022-02-09 00:43:36+00:00,phvote,Senate President Vicente Sotto III launches his bid for the vice presidency from the vote-rich province of Cavite. Watch his full speech here. #PHVote #WeDecide   https://t.co/PUH2vd3thW,Senate President Vicente Sotto III launches his bid for the vice presidency from the vote-rich province of Cavite. Watch his full speech here. #PHVote #WeDecide   https://t.co/PUH2vd3thW
1453,1453,2022-02-09 00:40:38+00:00,rapplerdotcom,Senate President Vicente Sotto III launches his bid for the vice presidency from the vote-rich province of Cavite. Watch his full speech here. #PHVote #WeDecide   https://t.co/KiWlQt9ROf,Senate President Vicente Sotto III launches his bid for the vice presidency from the vote-rich province of Cavite. Watch his full speech here. #PHVote #WeDecide   https://t.co/KiWlQt9ROf
1454,1454,2022-02-09 00:06:07+00:00,rapplerdotcom,"Both 73, senators Panfilo Lacson and Vicente Sotto III have no doubt they can keep up with their younger opponents. #PHVote #WeDecide  https://t.co/8kRAWLEJtB","Both 73, senators Panfilo Lacson and Vicente Sotto III have no doubt they can keep up with their younger opponents. #PHVote #WeDecide  https://t.co/8kRAWLEJtB"
1455,1455,2022-02-08 23:30:00+00:00,onenewsph,Presidential aspirant Sen. Panfilo Lacson and vice presidential aspirant Senate Pres. Vicente Sotto III launch their bid alongside their slate during their proclamation rally for the upcoming May 2022 elections. #BilangPilipino2022 https://t.co/QoPfihUsjk,Presidential aspirant Sen. Panfilo Lacson and vice presidential aspirant Senate Pres. Vicente Sotto III launch their bid alongside their slate during their proclamation rally for the upcoming May 2022 elections. #BilangPilipino2022 https://t.co/QoPfihUsjk
1456,1456,2022-02-08 23:20:03+00:00,MlaStandard,"The color blue flooded the Imus Grandstand and Track Oval in Cavite Tuesday as presidential aspirant Sen. Panfilo Lacson and running mate Senate President Vicente Sotto III kicked off their campaign for the May 9 elections.
Read more 👇
https://t.co/DUfw1Iq1yc https://t.co/bxGqRtFEYh","The color blue flooded the Imus Grandstand and Track Oval in Cavite Tuesday as presidential aspirant Sen. Panfilo Lacson and running mate Senate President Vicente Sotto III kicked off their campaign for the May 9 elections.
Read more 👇
https://t.co/DUfw1Iq1yc https://t.co/bxGqRtFEYh"
1457,1457,2022-02-08 23:00:00+00:00,onenewsph,"Vice presidential aspirant Senator Vicente Sotto III, alongside his running mate Sen. Panfilo Lacson proudly claims a corruption-free slate during their proclamation rally held in Imus, Cavite. #BilangPilipino2022 https://t.co/yWB7Or66SH","Vice presidential aspirant Senator Vicente Sotto III, alongside his running mate Sen. Panfilo Lacson proudly claims a corruption-free slate during their proclamation rally held in Imus, Cavite. #BilangPilipino2022 https://t.co/yWB7Or66SH"
1458,1458,2022-02-08 19:50:17+00:00,gmanews,"The Senate slate of presidential candidate Panfilo Lacson and vice presidential candidate Vicente Sotto III vowed reforms in law and order, healthcare system, and agriculture.

https://t.co/5tNObh8IEd","The Senate slate of presidential candidate Panfilo Lacson and vice presidential candidate Vicente Sotto III vowed reforms in law and order, healthcare system, and agriculture.

https://t.co/5tNObh8IEd"
1459,1459,2022-02-08 13:45:17+00:00,manilabulletin,"Partido Reporma standard bearer Senator Panfilo “Ping” Lacson made the impassioned plea as he and his running mate Senate President Vicente Sotto III, along with the rest of their senatorial candidates, formally launched their campaign in Imus, Cavite.

https://t.co/JWUljXkYR6","Partido Reporma standard bearer Senator Panfilo “Ping” Lacson made the impassioned plea as he and his running mate Senate President Vicente Sotto III, along with the rest of their senatorial candidates, formally launched their campaign in Imus, Cavite.

https://t.co/JWUljXkYR6"
1460,1460,2022-02-08 13:44:02+00:00,AbanteNews,"Pormal nang inilungsad ng tambalan nina Senador Panfilo at Senate President Vicente Sotto III ang kanilang kampanya sa Cavite, ang pangalawa sa pinakamaraming botante sa buong bansa.
https://t.co/DJfvlYHSJU
#TunayNaTabloidista 
#AbanteNews
@iampinglacson 
@sotto_tito","Senator Panfilo and Senate President Vicente Sotto III have formally expanded their campaign in Cavite, the second most voters in the country.
https://t.co/djfvlyhsju
#TOVYNATABLOIDISTA
#Abantenews
@iampinglacson
@sotto_tito"
1461,1461,2022-02-08 12:47:30+00:00,PTVph,"Nakapagtataka kung bakit ibinoboto natin ang mga magnanakaw satin?,”bahagi ng talumpati ni Lacson sa kanilang proclamation rally ni vice presidential candidate Vicente Sotto III. | via Eunice Samonte

#PTVElectionTV 

(4/4)","Wondering why we vote for satin thieves?, ”Lacson's speech at their proclamation rally by Vice Presidential Candidate Vicente Sotto III.|via Eunice Samonte

#PtvelectionTV

(4/4)"
1462,1462,2022-02-08 12:31:50+00:00,PTVph,"NEWS UPDATE: Ayon kay vice presidential candidate at Senate President Vicente Sotto III, aayusin nila ang gobyerno at sisiguraduhing maipatutupad ang mga batas ng maayos at walang korapsyon 

(1/2) https://t.co/tI86FNv5ye","NEWS UPDATE: According to Vice Presidential Candidate and Senate President Vicente Sotto III, they will fix the government and make sure the laws will be enforced properly and without corruption

(1/2) https://t.co/TI86Fnv5ye"
1463,1463,2022-02-08 12:15:13+00:00,tmtbernadette,"At his proclamation rally with @iampinglacson Sen. Panfilo Lacson, vice presidential candidate @sotto_tito Sen. Vicente Sotto 3rd said, ""Itong nakapaligid kay Ping Lacson walang bahid ng corruption. Dito tayo.""

@TheManilaTimes

#2022elections

#LacsonSotto2022","at his proclamation rally with @iampinglacson sen.Panfilo Lacson, Vice Presidential Candidate @Sotto_Tito Sen.Vicente Sotto 3rd said, ""Itong is left lacson stupid ng corruption. Here we are.

@themanilates

#2022Elections

#lacsonsotto2"
1464,1464,2022-02-08 12:15:02+00:00,ABSCBNNews,"Another popular noontime show host Vic Sotto, brother of VP candidate Senate President Vicente Sotto III, endorses the Lacson-Sotto tandem at their proclamation rally in Imus, Cavite. His appearance surprised their supporters. #Halalan2022 | @ZandroDZMM https://t.co/xhAln5oiti","Another popular noontime show host Vic Sotto, brother of VP candidate Senate President Vicente Sotto III, endorses the Lacson-Sotto tandem at their proclamation rally in Imus, Cavite. His appearance surprised their supporters. #Halalan2022 | @ZandroDZMM https://t.co/xhAln5oiti"
1465,1465,2022-02-08 12:13:57+00:00,ZandroOchona,"Another popular noontime show host Vic Sotto, brother of VP candidate Senate President Vicente Sotto III, endorses the Lacson-Sotto tandem at their proclamation rally in Imus, Cavite. His appearance surprised their supporters. #Halalan2022 https://t.co/Ihi0LciiyQ","Another popular noontime show host Vic Sotto, brother of VP candidate Senate President Vicente Sotto III, endorses the Lacson-Sotto tandem at their proclamation rally in Imus, Cavite. His appearance surprised their supporters. #Halalan2022 https://t.co/Ihi0LciiyQ"
1466,1466,2022-02-08 12:04:03+00:00,radyopilipinas1,"TINGNAN | Vice Presidential candidate Senate President Vicente Sotto III, nagbibigay na ng mensahe at plataporma sa harap ng mga taga-suportang nasa Imus Grandstand. | via @nimfaasuncion https://t.co/RJiFtnO489","See |Vice Presidential Candidate Senate President Vicente Sotto III, is already giving a message and platform in front of supporters at the Imus Grandstand.|via @nimfaasuncion https://t.co/rjiftno489"
1467,1467,2022-02-08 12:03:52+00:00,HanaBordey,VP candidate &amp; Senate Pres. Vicente Sotto III courts the people of Cavite. He promised that the Lacson and Sotto tandem will bring back the trust of the people to the government @gmanews @gmanewsbreaking https://t.co/cvLRXQl9w5,VP candidate &amp; Senate Pres. Vicente Sotto III courts the people of Cavite. He promised that the Lacson and Sotto tandem will bring back the trust of the people to the government @gmanews @gmanewsbreaking https://t.co/cvLRXQl9w5
1468,1468,2022-02-08 12:01:25+00:00,tmtbernadette,"At his proclamation rally with @iampinglacson Sen. Panfilo Lacson and vice presidential candidate @sotto_tito Sen. Vicente Sotto 3rd said, ""Hinihingi namin ang inyong tiwala.""

@TheManilaTimes

#2022elections

#LacsonSotto2022

#proclamationrally","at his proclamation rally with @iampinglacson sen.Panfilo Lacson and Vice Presidential Candidate @Sotto_Tito Sen.Vicente Sotto 3rd said, ""The inyong tiwala has been once again.

@themanilates

#2022Elections

#lacsonsotto2

#proclamationrally"
1469,1469,2022-02-08 11:52:04+00:00,phvote,@_lorenzpasion @ramboreports Senate President Vicente Sotto III now speaking: Nakikita namin na itong henerasyon natin ay nasasadlak sa napakaraming problema. | via @_lorenzpasion #PHVote #WeDecide https://t.co/1NaII8WJC3,@_lorenzpcution @RamborePorts Senate President Vicente Sotto III Now Speaking: We see that our generation is in a lot of problems.|via @_lorenzpcuion #phvote #wedecide https://t.co/1NAII8WJC3
1470,1470,2022-02-08 11:51:52+00:00,rapplerdotcom,@_lorenzpasion @ramboreports Senate President Vicente Sotto III now speaking: Nakikita namin na itong henerasyon natin ay nasasadlak sa napakaraming problema. | via @_lorenzpasion #PHVote #WeDecide https://t.co/HOVEJKcK3H,@_lorenzpcution @RamborePorts Senate President Vicente Sotto III Now Speaking: We see that our generation is in a lot of problems.|via @_lorenzpeion #phvote #wedecide https://t.co/hovejkck3h
1471,1471,2022-02-08 11:51:47+00:00,pamsantiago07,"GO VP VICENTE SOTTO!!!!!!  

#LacsonSottoTayo 
#LacsonSotto2022 https://t.co/5m4JDwSR32","Go vp vicenent below !!!!!!

#Lacsonssottotayo
#Lacsonsotto2022 https://t.co/5m4jdwsr32"
1472,1472,2022-02-08 11:38:51+00:00,ABSCBNNews,"Supporters of presidential candidate Sen. Panfilo Lacson &amp; VP candidate Senate President Vicente Sotto III were on their feet dancing after popular noontime show hosts Wally &amp; Jose sang pop songs during the proclamation rally #Halalan2022 | @ZandroDZMM 

https://t.co/wt5yHTWqOc","Supporters of presidential candidate Sen. Panfilo Lacson &amp; VP candidate Senate President Vicente Sotto III were on their feet dancing after popular noontime show hosts Wally &amp; Jose sang pop songs during the proclamation rally #Halalan2022 | @ZandroDZMM 

https://t.co/wt5yHTWqOc"
1473,1473,2022-02-08 11:38:01+00:00,HanaBordey,Comedians Jose Manalo &amp; Wally Bayola perform at the proclamation rally of presidential candidate Panfilo Lacson &amp; VP candidate Vicente Sotto III. @gmanews @gmanewsbreaking https://t.co/tUgPSXVO57,Comedians Jose Manalo &amp;Wally Bayola Perform at the Proclamation Rally of Presidential candidate Panfilo Lacson &amp;VP Candidate Vicente Sotto III.@gmanews @gmanewsbreaking https://t.co/tugpsxvo5
1474,1474,2022-02-08 11:36:27+00:00,ZandroOchona,Supporters of presidential candidate Sen. Panfilo Lacson &amp; VP candidate Senate President Vicente Sotto III were on their feet dancing after popular noontime show hosts Wally &amp; Jose sang pop songs during the proclamation rally #Halalan2022 https://t.co/flvSItgBtE,Supporters of presidential candidate Sen. Panfilo Lacson &amp; VP candidate Senate President Vicente Sotto III were on their feet dancing after popular noontime show hosts Wally &amp; Jose sang pop songs during the proclamation rally #Halalan2022 https://t.co/flvSItgBtE
1475,1475,2022-02-08 11:21:16+00:00,rapplerdotcom,"As President Rodrigo Duterte has not yet endorsed any candidate, vice presidential candidate Vicente Sotto III believes that the President is doing so to leave the decision-making to the people. #PHVote #WeDecide 

LIVE UPDATES: https://t.co/HOVEJKcce9 https://t.co/Q95YKHuv6u","As President Rodrigo Duterte has not yet endorsed any candidate, vice presidential candidate Vicente Sotto III believes that the President is doing so to leave the decision-making to the people. #PHVote #WeDecide 

LIVE UPDATES: https://t.co/HOVEJKcce9 https://t.co/Q95YKHuv6u"
