,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,User,Tweet,translated,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
1355,1355,1355,1355,2022-02-14 05:39:04+00:00,FritzieBayrante,"Di a-attend si Manny, si Ping, si Tito Sotto, baka may sumunod pa...

LOL, baka ang mangyari ang sisipot lang sa SMNI Debates ay si BBM-Sara at yung kinatatakutan nilang makaharap, si #LeniKiko2022! 

Hahahahahahaha!","Manny's not attending, Ping, Tito Sotto, maybe something else ...

Lol, maybe the only thing that will only hit SMNI debates are BBM-Sara and the ones they are afraid of meeting, #Lenikiko2022!

HAHAHAHAHAHAHA!",0.096,0.0,0.904,0.5242,Positive,manny  attending  ping  tito sotto  mayb someth els    lol  mayb thing hit smni debat bbm sara one afraid meeting   hahahahahahaha 
1356,1356,1356,1356,2022-02-14 05:38:21+00:00,PilStarNgayon,Hindi umano dadalo sina presidential aspirant Sen. Panfilo Lacson at kanyang running mate na si Senate President Vicente “Tito” Sotto III sa SMNI presidential debate dahil may iba nang inendorsong presidente at bise presidente ang chairman nito na si Pastor Apollo Quiboloy. https://t.co/2RAvznQeoT,"Presidential aspirant Sen will not attend.Panfilo Lacson and his running mate Senate President Vicente “Tito” Sotto III in the SMNI Presidential Debate as his chairman, Pastor Apollo Quiboloy, had another endorsed president and vice president.https://t.co/2ravznqeot",0.056,0.0,0.944,0.25,Positive,presidenti aspir sen attend panfilo lacson run mate senat presid vicent tito sotto iii smni presidenti debat chairman  pastor apollo quiboloy  anoth endors presid vice president 
1357,1357,1357,1357,2022-02-14 05:36:50+00:00,BudyongOnline,"UPDATE: Senator Panfilo Lacson, one of the presidential aspirants for the 2022 Elections, said on Monday, February 14, that he and his running mate Senate President Vicente ""Tito"" Sotto III are skipping the SMNI presidential debate. https://t.co/o04OvcIQmo","UPDATE: Senator Panfilo Lacson, one of the presidential aspirants for the 2022 Elections, said on Monday, February 14, that he and his running mate Senate President Vicente ""Tito"" Sotto III are skipping the SMNI presidential debate. https://t.co/o04OvcIQmo",0.0,0.0,1.0,0.0,Neutral,update  senat panfilo lacson  one presidenti aspir elections  said monday  februari run mate senat presid vicent  tito  sotto iii skip smni presidenti debate 
1358,1358,1358,1358,2022-02-14 05:19:29+00:00,PhilstarNews,"Senator Ping Lacson said that he and his running-mate Senator Tito Sotto will not be attending the SMNI debate to be held tomorrow, saying that Apollo Quiboloy—who owns the network—has already endorsed the tandem of Marcos-Duterte. https://t.co/eUubLTZZWw","Senator Ping Lacson said that he and his running-mate Senator Tito Sotto will not be attending the SMNI debate to be held tomorrow, saying that Apollo Quiboloy—who owns the network—has already endorsed the tandem of Marcos-Duterte. https://t.co/eUubLTZZWw",0.053,0.0,0.947,0.25,Positive,senat ping lacson said running m senat tito sotto attend smni debat held tomorrow  say apollo quiboloywho own networkha alreadi endors tandem marcos duterte 
1359,1359,1359,1359,2022-02-14 05:18:15+00:00,sherieanntorres,"Sen @iampinglacson: With all due respect and giving regard to common sense, SP Tito Sotto and I are skipping the SMNI debates. The network’s chairman, Pastor Quiboloy has already openly endorsed his preferred presidential and vice-presidential candidates.#Halalan2022","Sen @iampinglacson: With all due respect and giving regard to common sense, SP Tito Sotto and I are skipping the SMNI debates. The network’s chairman, Pastor Quiboloy has already openly endorsed his preferred presidential and vice-presidential candidates.#Halalan2022",0.185,0.0,0.815,0.7579,Positive,sen due respect give regard common sense  sp tito sotto skip smni debates  network chairman  pastor quiboloy alreadi openli endors prefer presidenti vice presidenti candidates 
1360,1360,1360,1360,2022-02-14 03:50:32+00:00,EuniceIbay1,"@iampinglacson The best among the rest Pinglacson at TitoSotto

#lacsonsottotayo","@iampinglacson The best among the rest Pinglacson at TitoSotto

#lacsonsottotayo",0.318,0.0,0.682,0.6369,Positive,best among rest pinglacson titosotto
1361,1361,1361,1361,2022-02-14 03:43:33+00:00,MariaShockapova,@TheMrJourneyer @13thFool Tito sotto's number is climbing.. at malakas si Sotto infairness.. perk may time pang makahabol si Kiko..,@Themrjourneyer @13thfool tito sotto's number is climbing .. and sotto infairness is strong .. perk may have time to catch kiko ..,0.187,0.0,0.813,0.5574,Positive,tito sotto  number climb    sotto infair strong    perk may time catch kiko   
1362,1362,1362,1362,2022-02-14 02:44:21+00:00,attyndbcpa,@inquirerdotnet @NAMercadoINQ Mga KAKAMPINK nyo mas gusto si TITO Sotto kesa kay Kiko 🤣🤣 kung kayong mg KAKAMPWET naglalaglagan pano mananalo si Leni 🤣🙊🙉🙈,"@inquiredotnet @NAMERCADOINQ PEOPLE YOU CAN MAKE TITO SOTTO than KIKO 🤣🤣 If you are a friend, Leni will win 🤣🙊🙉🙈",0.292,0.0,0.708,0.7906,Positive,peopl make tito sotto kiko friend  leni win
1363,1363,1363,1363,2022-02-13 22:37:24+00:00,marvindomingo24,@muneee27 @KimIndar @lenirobredo remember makamag anal SI Tito Sotto &amp; Kiko Pangilinan.,@Muneee27 @Lenrobredo Remember I'm not sure if it's a tito sotto &amp;Kiko Pangilinan.,0.0,0.151,0.849,-0.2411,Negative,rememb i m sure tito sotto  amp kiko pangilinan 
1364,1364,1364,1364,2022-02-13 15:10:59+00:00,tradevideos_,"Tangina @kikopangilinan malabo ka talaga manalo. Magpaubaya ka na sa uncle mo. Para kahit papaano dikit ang laban nila ni Sara Duterte. Yang Dilawan votes mo ay sigurado naman na hindi sa isang Duterte mapupunta yan

Wag mo hintayin na isumpa ka ni Tito Sotto after 2022 Election","Tangina @kikopangilinan you really win.You are going to let your uncle go.To somehow Sara Duterte's fight against them.Your yellow votes are sure that it is not a Duterte that will go

Don't wait for Tito Sotto to curse you after 2022 election",0.05,0.131,0.819,-0.5859,Negative,tangina realli win you go let uncl go to somehow sara duterte  fight them your yellow vote sure dutert godon t wait tito sotto curs elect
1365,1365,1365,1365,2022-02-13 15:08:48+00:00,bbmsaralang,"Inday Sara Duterte-Carpio is the preferred Vice Presidential candidate in the latest Pulse Asia survey, conducted from January 19 - 24, 2022. Trailing behind is Tito Sotto with 29%. https://t.co/pZwGnGLpV6","Inday Sara Duterte-Carpio is the preferred Vice Presidential candidate in the latest Pulse Asia survey, conducted from January 19 - 24, 2022. Trailing behind is Tito Sotto with 29%. https://t.co/pZwGnGLpV6",0.0,0.0,1.0,0.0,Neutral,inday sara duterte carpio prefer vice presidenti candid latest puls asia survey  conduct januari trail behind tito sotto   
1366,1366,1366,1366,2022-02-13 14:44:52+00:00,waleywaling,"@DBKApologist @JonathanAndal_ @gmanews eto, kalimutan na munang si tito sotto gumawa ng song, pero tignan natin yung clips dito, magagandang reminders ng tagumpay ng EDSA... https://t.co/w7e4fwsurE","@Dbkapologist @jonathanandal_ @gmanews here, forget Tito Sotto first make a song, but let's look at the clips here, good reminders of EDSA success ... https://t.co/w7e4fwsure",0.284,0.046,0.67,0.8573,Positive,here  forget tito sotto first make song  let  look clip here  good remind edsa success    
1367,1367,1367,1367,2022-02-13 13:40:28+00:00,Siklab_Diwa,"But this was not the prime target of Pulse last Dec. The prime target was the vp race where the VIP Queen Sara D30 was behind Tito Sotto. IT HAD TO BE FIXED. SWS had Sara 2nd behind Sotto w 25% vs Tito's 44% (pic 1). Pulse reversed it w Sara 45% vs Tito's 31%!
Believe it or not. https://t.co/sDT3rSz3Ti","But this was not the prime target of Pulse last Dec. The prime target was the vp race where the VIP Queen Sara D30 was behind Tito Sotto. IT HAD TO BE FIXED. SWS had Sara 2nd behind Sotto w 25% vs Tito's 44% (pic 1). Pulse reversed it w Sara 45% vs Tito's 31%!
Believe it or not. https://t.co/sDT3rSz3Ti",0.093,0.0,0.907,0.7809,Positive,prime target puls last dec  prime target vp race vip queen sara d   behind tito sotto  fixed  sw sara nd behind sotto w vs tito   pic    puls revers w sara vs tito    believ not 
1368,1368,1368,1368,2022-02-13 13:21:06+00:00,stlobellyyy,"nv w/ my apologist papa

: si Sarah boboto mong vp?

; (di q naintindihan yung sinabi nya)

: ha sino si kiko pangilinan?

; Tito Sotto kako... pag nanalo ang dalawa (leni at kiko) yari ang marcos

HAHAHAHAHHAHAAHHAHAHA NATAWA NALANG AKO PATAGO BAKA PALAYASIN AKO PAG HUMALAKHAK😭","nv w/ my apologist papa

: si sarah votes you vp?

;;;;;;;;;;;;;;;;;;;;;;;(he didn't understand what he said)

: ha who is Kiko Pangilinan?

;;;;;;;;;;;;;;;;;;;;;;;Tito Sotto Kako ... When the two (Leni and Kiko) win the Marcos

Hahahahahhahaahhahaha I laughed so hard I could get rid of it when I was laughing",0.229,0.034,0.737,0.8978,Positive,nv w  apologist papa  si sarah vote vp                       he understand said   ha kiko pangilinan                        tito sotto kako     two  leni kiko  win marcoshahahahahhahaahhahaha laugh hard could get rid laugh
1369,1369,1369,1369,2022-02-13 13:02:40+00:00,Nord_Fulbright,@AJ_Ian_Cones American Tito Sotto,@AJ_Ian_Cones American Tito Sotto,0.0,0.0,1.0,0.0,Neutral,american tito sotto
1370,1370,1370,1370,2022-02-13 12:59:18+00:00,AdobongpuZETH,"still believing that the Leni Robredo - Tito Sotto tandem is the magical tandem that can beat BBM-Sara 

NPC + eat bulaga factor can definitely boost Leni’s chances","still believing that the Leni Robredo - Tito Sotto tandem is the magical tandem that can beat BBM-Sara 

NPC + eat bulaga factor can definitely boost Leni’s chances",0.238,0.0,0.762,0.7351,Positive,still believ leni robredo tito sotto tandem magic tandem beat bbm sara npc eat bulaga factor definit boost leni chanc
1371,1371,1371,1371,2022-02-13 12:58:30+00:00,manilajourno,"TIGNAN | Nangunguna si Davao City Mayor Sara Duterte sa 2022 vice presidential race batay sa pinakabagong Pulse Asia survey na ginawa noong Enero 19-24. 

Si Duterte ay nakakuha ng 50% habang pumapangalawa naman si Senate president Tito Sotto na may 29%. 

#HatolngPilipino2022 https://t.co/Qi9Km98NOr","Look |Davao City Mayor Sara Duterte leads the 2022 Vice Presidential Race based on the latest Pulse Asia survey conducted on January 19-24.

Duterte gained 50% while Senate President Tito Sotto was second with 29%.

#HOLYNGPILIPINO2022 https://t.co/QI9KM98Nor",0.067,0.0,0.933,0.3818,Positive,look  davao citi mayor sara dutert lead vice presidenti race base latest puls asia survey conduct januari     dutert gain senat presid tito sotto second   
1372,1372,1372,1372,2022-02-13 12:43:55+00:00,IanIslander3,Tito Sotto sorry,Tito under Sorry,0.0,0.394,0.606,-0.0772,Negative,tito sorri
1373,1373,1373,1373,2022-02-13 12:41:27+00:00,MrTorrecampo,"Pulse Asia Research Pulso ng Bayan Pre-Electoral Survey

Vice Presidential Survey
January 19-24, 2022

Inday Sara Duterte - 50%
Tito Sotto - 29%
Kiko Pangilinan - 11%
Dr. Willie Ong - 5%
Lito Atienza - 1%
Walden Bello - 0.02%","Pulse Asia Research Pulso ng Bayan Pre-electoral Survey

Vice Presidential Survey
January 19-24,

Inday Sara Duterte - 50%
Tito Sotto - 29%
Kiko Pangilinan - 11%
Dr.Willie Ong - 5%
Lito Atienza - 1%
Walden Bello - 0.02%",0.0,0.0,1.0,0.0,Neutral,puls asia research pulso ng bayan pre elector surveyvic presidenti surveyjanuari     inday sara dutert  tito sotto  kiko pangilinan  dr willi ong  lito atienza  walden bello
1374,1374,1374,1374,2022-02-13 11:24:12+00:00,philbertlabsss,Napansin ko din.. nasa number 3 na si Kiko e.. sa number 2 si Tito Sotto.. shawieee.. kinakawawa asawa mo oh.. hahaha,I noticed too .. Kiko is in number 3 .. Tito Sotto is number 2 .. Shawieee .. your wife is sorry oh .. hahaha,0.243,0.051,0.706,0.5994,Positive,notic    kiko number    tito sotto number    shawiee    wife sorri oh    hahaha
1375,1375,1375,1375,2022-02-13 11:18:28+00:00,manilabulletin,"LOOK: Pulse Asia Pulso ng Bayan latest survey results show Bongbong Marcos and Sara Duterte as the leading candidates for the presidential and vice presidential race. 

VP Leni Robredo and Tito Sotto take up the second places. https://t.co/te5fDLg1nk","LOOK: Pulse Asia Pulso ng Bayan latest survey results show Bongbong Marcos and Sara Duterte as the leading candidates for the presidential and vice presidential race. 

VP Leni Robredo and Tito Sotto take up the second places. https://t.co/te5fDLg1nk",0.0,0.0,1.0,0.0,Neutral,look  puls asia pulso ng bayan latest survey result show bongbong marco sara dutert lead candid presidenti vice presidenti race  vp leni robredo tito sotto take second places 
1376,1376,1376,1376,2022-02-13 11:12:03+00:00,onenewsph,Davao City Mayor Sara Duterte leads the latest Pulse Asia vice presidential preference survey at 50%. She is followed by Senate Pres. Tito Sotto with 29%. #BilangPilipino2022 https://t.co/kB6jtTygEB,Davao City Mayor Sara Duterte leads the latest Pulse Asia vice presidential preference survey at 50%. She is followed by Senate Pres. Tito Sotto with 29%. #BilangPilipino2022 https://t.co/kB6jtTygEB,0.0,0.0,1.0,0.0,Neutral,davao citi mayor sara dutert lead latest puls asia vice presidenti prefer survey    follow senat pres  tito sotto   
1377,1377,1377,1377,2022-02-13 10:54:22+00:00,RITA_OLA888,"@jdomingo228 @KimIndar @lenirobredo Hahahahahaha ,Tito nya si Tito sotto jusme sobrang tanga nito ,si ping ang pres .nyan .lol.","@jdomingo228 @kimindar @lenirobredo hahahahahaha, tito si tito sotto jusme is super stupid, ping the pres .nyan .lol.",0.175,0.152,0.673,0.128,Positive,hahahahahaha  tito si tito sotto jusm super stupid  ping pre  nyan  lol 
1378,1378,1378,1378,2022-02-13 10:37:04+00:00,News5PH,"Base sa isinagawang ""2022 Elections: First Choice Vice-Presidential Preference"" survey ng Pulse Asia, nangunguna si Davao City Mayor Sara Duterte sa vice presidential aspirants. Nakakuha siya ng 50%, sinundan ito ni Senate Pres. Tito Sotto na nakakuha ng 29%. https://t.co/iYKNfNYvSk","Based on the ""2022 Elections: First Choice Vice-Presidential Preference"" Pulse Asia's survey, Davao City Mayor Sara Duterte leads Vice Presidential aspirants.He got 50%, followed by Senate Pres.Tito Sotto gained 29%.https://t.co/iyknfnyvsk",0.082,0.0,0.918,0.3818,Positive,base       elections  first choic vice presidenti preference  puls asia  survey  davao citi mayor sara dutert lead vice presidenti aspirants h got    follow senat pres tito sotto gain   
1379,1379,1379,1379,2022-02-13 09:54:57+00:00,tradevideos_,"First time sa history ng Pulse Asia na may pumalo sa 60% ang numero sa Prrsidential Survey nila. Sa totoo lang, mas malakas pa sa masa si Tito Sotto kesa sa mga katapat ni BBM ngayon. 

Basta good luck nalang kakampwets. Ngayon palang manalangin kayo ng isang himala","First time in Pulse Asia's history with 60% of their prrsidential survey number 60%.In fact, Tito Sotto is stronger than the masses than BBM's counterparts today.

Just good luck nalang kapamwets.Now just pray for a miracle",0.354,0.0,0.646,0.9313,Positive,first time puls asia  histori prrsidenti survey number   in fact  tito sotto stronger mass bbm  counterpart today just good luck nalang kapamwets now pray miracl
1380,1380,1380,1380,2022-02-13 09:42:31+00:00,philipalegre,"@PhilippineStar @edupunay Tito Sotto and Sara Duterte are pretty much toe-to-toe in NCR, Luzon, and Visayas. But that gap on Mindanao - damn - it really is the bailiwick of the Duterte's.","@PhilippineStar @edupunay Tito Sotto and Sara Duterte are pretty much toe-to-toe in NCR, Luzon, and Visayas. But that gap on Mindanao - damn - it really is the bailiwick of the Duterte's.",0.062,0.105,0.832,-0.3506,Negative,tito sotto sara dutert pretti much toe to to ncr  luzon  visayas  gap mindanao damn realli bailiwick duterte s 
1381,1381,1381,1381,2022-02-13 08:59:11+00:00,dqdevera,"BBM's runningmate, Mayor Sara Duterte also widens her lead at 50% from Dec2021's 45% while his closest opponent, Sen Tito Sotto is at 29%. #BilangPilipino2022 @News5PH @onenewsph https://t.co/qXQLSGgFQx","BBM's runningmate, Mayor Sara Duterte also widens her lead at 50% from Dec2021's 45% while his closest opponent, Sen Tito Sotto is at 29%. #BilangPilipino2022 @News5PH @onenewsph https://t.co/qXQLSGgFQx",0.0,0.0,1.0,0.0,Neutral,bbm  runningmate  mayor sara dutert also widen lead dec      closest opponent  sen tito sotto   
1382,1382,1382,1382,2022-02-13 08:42:54+00:00,loraabaje,"Isko Moreno and Tito Sotto lead the second choice for President and VP, respectively. https://t.co/mIzjFqNwlQ","Isko Moreno and Tito Sotto lead the second choice for President and VP, respectively. https://t.co/mIzjFqNwlQ",0.146,0.0,0.854,0.34,Positive,isko moreno tito sotto lead second choic presid vp  respectively 
1383,1383,1383,1383,2022-02-13 07:11:32+00:00,FilipinoScribe,What if Tito Sotto is the only one that can stop Sara Duterte from winning? – #BotongPinoy2022 https://t.co/OcVxVgeNRd,What if Tito Sotto is the only one that can stop Sara Duterte from winning? – #BotongPinoy2022 https://t.co/OcVxVgeNRd,0.165,0.107,0.728,0.296,Positive,tito sotto one stop sara dutert winning 
1384,1384,1384,1384,2022-02-13 06:56:41+00:00,evelynj001,@jaytwotheworld Hindi pa naglalantad. out of courtesy siguro sa vice-mayor niya na anak ni Tito Sotto,@jaytwotheworld has not exposed.Out of courtesy maybe to his Vice-Mayor son of Tito Sotto,0.0,0.14,0.86,-0.2755,Negative,exposed out courtesi mayb vice mayor son tito sotto
1385,1385,1385,1385,2022-02-13 06:44:15+00:00,anjo_bagaoisan,"Here's Belmonte meeting with Partido Reporma bet Sen. Ping Lacson &amp; running-mate Sen. Tito Sotto at the Quezon City Hall last Wednesday. 

Belmonte has come out in support of the VP bid of Sotto, the father of her vice mayor Gian Sotto. #Halalan2022 

https://t.co/fmqtWvnFHj","Here's Belmonte meeting with Partido Reporma bet Sen. Ping Lacson &amp; running-mate Sen. Tito Sotto at the Quezon City Hall last Wednesday. 

Belmonte has come out in support of the VP bid of Sotto, the father of her vice mayor Gian Sotto. #Halalan2022 

https://t.co/fmqtWvnFHj",0.059,0.0,0.941,0.4019,Positive,here  belmont meet partido reporma bet sen  ping lacson  amp  running m sen  tito sotto quezon citi hall last wednesday  belmont come support vp bid sotto  father vice mayor gian sotto 
1386,1386,1386,1386,2022-02-13 06:18:47+00:00,kionguard2016,"@kevinmanalo_ errr, she's not yet openly supporting anyone. 

if anything she's leaning to ping sotto bec of her vice mayor ally related to tito sotto.

but her gesture of assisting vp earlier was nice. it looked sincere, i'll give her that.","@kevinmanalo_ errr, she's not yet openly supporting anyone. 

if anything she's leaning to ping sotto bec of her vice mayor ally related to tito sotto.

but her gesture of assisting vp earlier was nice. it looked sincere, i'll give her that.",0.154,0.036,0.809,0.7613,Positive,errr  yet openli support anyone  anyth lean ping sotto bec vice mayor alli relat tito sotto but gestur assist vp earlier nice  look sincere  i ll give that 
1387,1387,1387,1387,2022-02-13 05:01:06+00:00,JulieVe56703978,@ogiediaz go leni 4 pres  ..sa v.p..mukhang mg 50/50 labanan.sara d..kiko p ..tito sotto..malaking porsyento kc kpg dinala ka ng religious group..,@ogiediaz go leni 4 pres ..a v.p..makhang mg 50/50 battle.sara d..kiko p ..tito sotto..maging percent kc kpg brought you by religious group ..,0.0,0.0,1.0,0.0,Neutral,go leni pre   a v p  makhang mg     battle sara d  kiko p   tito sotto  mag percent kc kpg brought religi group   
1388,1388,1388,1388,2022-02-13 04:26:58+00:00,FilipinoScribe,"Sa totoo lang, hindi ko aasahang ie-endorso ni Mayor Joy Belmonte si Leni Robredo sa pagka-presidente.

Tatay ni Vice Mayor Gian Sotto si Senate President Vicente ""Tito"" Sotto III, na tumatakbo sa pagka-bise sa ilalim ni Senador Panfilo Lacson.

1/2","In fact, I do not expect Mayor Joy Belmonte to endorse Leni Robredo for the presidency.

Vice Mayor Gian Sotto's father is Senate President Vicente ""Tito"" Sotto III, running for vice under Senator Panfilo Lacson.

1/2",0.06,0.08,0.86,-0.1955,Negative,fact  expect mayor joy belmont endors leni robredo presidency vic mayor gian sotto  father senat presid vicent  tito  sotto iii  run vice senat panfilo lacson    
1389,1389,1389,1389,2022-02-13 04:05:58+00:00,Peejung17,"@ABSCBNNews Ots a battle between SP Tito Sotto and Mayor Inday Sara.,.","@Abscbnnews ots a battle between SP Tito Sotto and Mayor Inday Sara.,.",0.0,0.206,0.794,-0.3818,Negative,ot battl sp tito sotto mayor inday sara   
1390,1390,1390,1390,2022-02-13 03:19:09+00:00,DianneM83480972,"@AbanteNews @iampinglacson @sotto_tito Sapat at Nararapat Pinglacson at TitoSotto

#LacsonSottoTayo","@AbananNews @iampinglacson @sotto_tito sapat and slammed totosotto

#LACSONSOSTO",0.0,0.0,1.0,0.0,Neutral,sapat slam totosotto
1391,1391,1391,1391,2022-02-13 03:13:45+00:00,DianneM83480972,"@iampinglacson Sapat at Nararapat Pinglacson at TitoSotto

#LacsonSottoTayo","@iampinglacson sapat at steamed pinkon and titosotto

#LACSONSOSTO",0.0,0.0,1.0,0.0,Neutral,sapat steam pinkon titosotto
1392,1392,1392,1392,2022-02-13 02:36:36+00:00,mekatronix16,"@KimIndar @lenirobredo @jdomingo228 Correct analysis attorney. Blood is thicker than water. Mayor Vico Sotto is the nephew of SP Tito Sotto, hence, he will vote for the Lacson Sotto tandem.","@KimIndar @lenirobredo @jdomingo228 Correct analysis attorney. Blood is thicker than water. Mayor Vico Sotto is the nephew of SP Tito Sotto, hence, he will vote for the Lacson Sotto tandem.",0.0,0.0,1.0,0.0,Neutral,correct analysi attorney  blood thicker water  mayor vico sotto nephew sp tito sotto  hence  vote lacson sotto tandem 
1393,1393,1393,1393,2022-02-13 02:16:39+00:00,ejo_vend,@jdomingo228 @KimIndar @lenirobredo Kapartido ni vico Si isko diba? Then uncle nya syempre Si tito sotto. So why go to Leni? It's between isko and Lacson lang I think.,@jdomingo28 @lenrobredo kayta Karico I'm party diba?Then uncle nya of course he was Tito Sotto.So why go to leni?It's between Isko and lacson lang i think.,0.113,0.0,0.887,0.4696,Positive,kayta karico i m parti diba then uncl nya cours tito sotto so go leni it  isko lacson lang think 
1394,1394,1394,1394,2022-02-13 02:14:21+00:00,DianneM83480972,"@NewsKoPH @iampinglacson @sotto_tito The best among the rest
Pinglacson and TitoSotto

#LacsonSottoTayo","@NewsKoPH @iampinglacson @sotto_tito The best among the rest
Pinglacson and TitoSotto

#LacsonSottoTayo",0.276,0.0,0.724,0.6369,Positive,best among restpinglacson titosotto
1395,1395,1395,1395,2022-02-13 02:12:10+00:00,DianneM83480972,"@AbanteNews @iampinglacson @sotto_tito Pinglacson and TitoSotto
For the win :)

#LacsonSottoTayo","@Abanannews @iampinglacson @sotto_tito pinglacson and titosotto
For the Win :)

#LACSONSOSTO",0.43,0.0,0.57,0.7783,Positive,pinglacson titosottofor win
1396,1396,1396,1396,2022-02-13 02:08:44+00:00,NhomerVillarez,@gmanews @ivanmayrina The good honestly tito sotto,@gmanews @ivanmayrina The good honestly tito sotto,0.541,0.0,0.459,0.7096,Positive,good honestli tito sotto
1397,1397,1397,1397,2022-02-13 02:08:04+00:00,NhomerVillarez,@gmanews @ivanmayrina Good honestly tito sotto vice president ang iboboto nami,@gmanews @ivanmayrina good Honestly Tito Sotto Vice President,0.496,0.0,0.504,0.7096,Positive,good honestli tito sotto vice presid
1398,1398,1398,1398,2022-02-13 02:07:38+00:00,ang_musang,@rachelvery_ Malabo. Ka-alyado nya kase yung vice-mayor nya na anak ni Tito Sotto.,@rachelvery_ fuzzy.He was a ally because his Vice-mayor was the son of Tito Sotto.,0.0,0.0,1.0,0.0,Neutral,fuzzy h alli vice mayor son tito sotto 
1399,1399,1399,1399,2022-02-13 01:26:24+00:00,paolocytosis,kung di ko pa nakita yung apakalaking lacson poster sa daan di ko malalaman na si tito sotto pala vp niya,If I hadn't seen the big Lacson Poster on the road I would never know that Tito Sotto is his VP,0.0,0.0,1.0,0.0,Neutral,seen big lacson poster road would never know tito sotto vp
1400,1400,1400,1400,2022-02-13 01:20:09+00:00,Macabees_,@eufems @DeusXMachina14 Parang si Mayor Vico lang yan. Vico for Leni but out of courtesy for Tito Sotto baka mag Leni-Sotto yan.,@eufems @deusxmachina14 parang to Mayor Vico only yan.Vico for leni but out of courtesy for tito sotto maybe leni-sotto yan.,0.146,0.0,0.854,0.5023,Positive,parang mayor vico yan vico leni courtesi tito sotto mayb leni sotto yan 
1401,1401,1401,1401,2022-02-13 00:49:36+00:00,rapplerdotcom,"@maracepeda Belmonte’s ally Vice Mayor Gian Sotto is the son of VP bet and Senate Pres Tito Sotto, whose standard-bearer is Sen Ping Lacson. A few days ago, Gian Sotto said Belmonte “supports” Lacson-Sotto, but did not give her categorical endorsement. #PHVote 

READ: https://t.co/To2ryyszlY","@maracepeda Belmonte’s ally Vice Mayor Gian Sotto is the son of VP bet and Senate Pres Tito Sotto, whose standard-bearer is Sen Ping Lacson. A few days ago, Gian Sotto said Belmonte “supports” Lacson-Sotto, but did not give her categorical endorsement. #PHVote 

READ: https://t.co/To2ryyszlY",0.066,0.0,0.934,0.4497,Positive,belmont alli vice mayor gian sotto son vp bet senat pre tito sotto  whose standard bear sen ping lacson  day ago  gian sotto said belmont support lacson sotto  give categor endorsement  read 
1402,1402,1402,1402,2022-02-13 00:28:23+00:00,llanescajourno,"QC Mayor Belmonte, on the other hand, earlier backed the 2022 VP bid of Senate President Tito Sotto, father of QC Vice Mayor Gian Sotto @gmanews","QC Mayor Belmonte, on the other hand, earlier backed the 2022 VP bid of Senate President Tito Sotto, father of QC Vice Mayor Gian Sotto @gmanews",0.152,0.0,0.848,0.5106,Positive,qc mayor belmonte  hand  earlier back vp bid senat presid tito sotto  father qc vice mayor gian sotto
1403,1403,1403,1403,2022-02-13 00:27:43+00:00,maracepeda,"Belmonte’s ally Vice Mayor Gian Sotto is the son of VP bet and Senate Pres Tito Sotto, whose standard-bearer is Sen Ping Lacson. A few days ago, Gian Sotto said Belmonte “supports” Lacson-Sotto, but did not give her categorical endorsement. #PHVote 

Read: https://t.co/1vswkwr0VB","Belmonte’s ally Vice Mayor Gian Sotto is the son of VP bet and Senate Pres Tito Sotto, whose standard-bearer is Sen Ping Lacson. A few days ago, Gian Sotto said Belmonte “supports” Lacson-Sotto, but did not give her categorical endorsement. #PHVote 

Read: https://t.co/1vswkwr0VB",0.067,0.0,0.933,0.4497,Positive,belmont alli vice mayor gian sotto son vp bet senat pre tito sotto  whose standard bear sen ping lacson  day ago  gian sotto said belmont support lacson sotto  give categor endorsement  read 
1404,1404,1404,1404,2022-02-13 00:23:03+00:00,tribunephl,"For the fifth day of their national campaign, Senators Panfilo “Ping” Lacson and Vicente “Tito” Sotto III courted Davao de Oro — a province ruled by an ally of Davao City Mayor Sara Duterte-Carpio.

Read more: https://t.co/2C6nXUKWq8

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune","for the Fifth Day of Their National Campaign, Senators Panfilo “Ping” Lacson and Vicente “Tito” Sotto III courted Davao de Oro — A Province Ruled by Ally of Davao City Mayor Sara Duterte-Carpio.

READ MORE: https://t.co/2c6nxukwq8

#Katrivot2
#Pulongbayan
#DAYIBINTURETETUETE",0.0,0.0,1.0,0.0,Neutral,fifth day nation campaign  senat panfilo ping lacson vicent tito sotto iii court davao de oro provinc rule alli davao citi mayor sara duterte carpio read more 
1405,1405,1405,1405,2022-02-13 00:22:59+00:00,cnc_tribunephl,"For the fifth day of their national campaign, Senators Panfilo “Ping” Lacson and Vicente “Tito” Sotto III courted Davao de Oro — a province ruled by an ally of Davao City Mayor Sara Duterte-Carpio.

Read more: https://t.co/aV4u0aCX6R

#KaTriVote2022 
#PulsoNgBayan
#DailyTribune","for the Fifth Day of Their National Campaign, Senators Panfilo “Ping” Lacson and Vicente “Tito” Sotto III courted Davao de Oro — A Province Ruled by Ally of Davao City Mayor Sara Duterte-Carpio.

Read more: https://t.co/av4u0acx6r

#Katrivot2
#Pulongbayan
#DAYIBINTURETETUETE",0.0,0.0,1.0,0.0,Neutral,fifth day nation campaign  senat panfilo ping lacson vicent tito sotto iii court davao de oro provinc rule alli davao citi mayor sara duterte carpio read more 
