,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
8905,@RingsideseatMag @muhammalim @robertoodbox @Mikespinksjinx @realroyjonesjr @mannypacquiao @floydmayweather rt,0.0,0.0,1.0,0.0,Neutral
8906,"Presidential aspirant senator
@Manny Pacquiao
 On Thursday said he would appoint CIBAC party-list representative bro.Eddie Villanueva as corruption czar if he wins the presidency in #Election2022.",0.129,0.0,0.871,0.5719,Positive
8907,@Admardzar @mannypacquiao red !!! 😍,0.0,0.0,1.0,0.0,Neutral
8908,"Boxing champion-turned-presidential candidate Manny Pacquiao, whose campaign is centered on fighting poverty and corruption, said he will appoint house deputy speaker Eddie Villanueva as his anti-corruption czar if he wins in the May elections.
https://t.co/wngn6957PR",0.089,0.14,0.771,-0.2732,Negative
8909,@Bcxrp @astronaughties1 @realroyjonesjr manny!Manny!Manny Pacquiao https://t.co/p7zyxa5xfm,0.0,0.0,1.0,0.0,Neutral
8910,@smninews @mannypacquiao i like this for bbm ... atleast there is a chance that mp endorse of jil .. all this time i feel FVP endorse them since they alligned Sen Joel.,0.267,0.0,0.733,0.7964,Positive
8911,"I really want Kell Brook to Ko Amir Khan.This is worse than Floyd Mayweather V Manny Pacquiao because it's a grudge match that should have been made 10 years ago.
Amir doing it now, with his silly advantage clauses makes him look worse.For that I hope he gets me.
#KhanBrook",0.147,0.06,0.793,0.3597,Positive
8912,Philippines: Aspiring President Manny Pacquiao wants to show that he's not all talk - he has already done what he has promised with his own money.https://t.co/r2Be2kosjy @rapplerdotcom,0.091,0.0,0.909,0.3612,Positive
8913,@Admardzar @mannypacquiao 🎨⚘️🌹,0.0,0.0,1.0,0.0,Neutral
8914,"@Bcxrp @astronaughties1 @realroyjonesjr @realroyjonesjr

@Mannypacquiao https://t.co/nvua6ktp9Q",0.0,0.0,1.0,0.0,Neutral
8915,@Admardzar @mannypacquiao i love bbm sara but tagalog po pink is pink po ❤️💚,0.116,0.438,0.446,-0.8481,Negative
8916,"@Bcxrp @astronaughties1 @realroyjonesjr @mannypacquiao eyy filipino pride

❤❤❤😊

@Felix06171995
@Pagaduanrich
@abdl_jad
@Jercie101
@anncapalongan
@aimejanedmp
@Tekla08514747
@Arlindaconcepc1
@xnamiswann
@jacakesss https://t.co/5vnk9rsqoq",0.118,0.0,0.882,0.34,Positive
8917,@lino_iam @maanabrenica @baldugho @lugawnalanga @quency_martinac @hlingayan @frogmulat @allespant @buangsonny @myzeryosa15 @nguimiii @Maria47215 @jobjorl @danwayoofar @jimmy93171751 @Iampatriotmds @growlharhar@Broppy07 @lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiao @lino_iamDo you notice 4 followers?OBVIOUS TROLS ACCOUNT,0.0,0.0,1.0,0.0,Neutral
8918,"@Maanabrenica @lugawNalga @baldugho @lino_iam @quency_martinac @hlingayan @frogmulat @Allespant @buangsonny @myzteryosa15 @nguimiii @Maria47215 @jobjorl @danwayoofar @jimmy93171751 @Iampatriotmds @growlharhar@Broppy07 @lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiaoexplain mu kelan we became 1700 islands..kinorek nya pala 1707 daw ahhahaha ..
Ampotek.pina ka stupid statement to a traitor president..banbangbay captain who knows.",0.0,0.054,0.946,-0.5267,Negative
8919,@Admardzar @mannypacquiao Aba of course it's just another color come out knowing that they are dying 😁🤣🤣🤣,0.0,0.0,1.0,0.0,Neutral
8920,"The ESBC gameplay looks cool.Hope we get a release date later this year, so we've been waiting for a boxing game for now 11 years.Also, I want to see Mike Tyson, George Foreman, Manny Pacquiao, Floyd Mayweather and many more boxers in the game.",0.031,0.0,0.969,0.0772,Positive
8921,@Mannypacquiao you also give housing for jobs but a tenant and no home.Months month they pay taxes but they do not have their own home.Pay attention to the contribution to the government as well.,0.072,0.119,0.81,-0.1901,Negative
8922,@lino_iam @frogmulat @growlharharhar @hlingayan @allespant @lugawnalata @buangsonny @quency_martinac @myzteryosa15 @nguimiii @maanabrenica @Maria47215 @jobjorl @danwaytoofar @jimmy93171751 UA @iampatriotmds @voj_0418 @BUBUKID4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiaoare those foreigners?Bwahaha desperate moves that @frogmulat,0.0,0.046,0.954,-0.3182,Negative
8923,@Frogmulat @growlharhar UA @iampatriotmds @voj_0418 @BUBUKID4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiao drugteat?Is that your mother @frogmulat?,0.0,0.0,1.0,0.0,Neutral
8924,@Frogmulat @lino_iam @growlharhar @hlingayan @allespant @LugawNalga @buangsonny @quency_martinac @myzteryosa15 @nguimiii @maanabrenica @Maria47215 @jobjorl @danwaytoofar @jimmy93171751 UA @iampatriotmds @voj_0418 @BUBUKID4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiao nwahahha askMU is Nostradamus..So @frogmulat,0.0,0.0,1.0,0.0,Neutral
8925,"@Frogmulat @growlharhar UA @iampatriotmds @voj_0418 @BUBUKID4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiao so?PRRD K BBM?Are you sure jan @frogmulat
Eh taty d taty d na na na nadumb to be president because he does not know .. it hurts no.
That's a little bit of that",0.035,0.087,0.877,-0.5204,Negative
8926,"@fakyoto @quency_martinac @LugawNalata @hlingayan @lino_iam @myzeyosa15 @buangsonny @nguimiii @maanabrenica @Maria47215 @jobjorl @danwaytoofar @Allespant @jimmy93171751 @denceasar @vigirni @niles Ds @growlharhar @voj_0418 @BUBUKID4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @lenirobredo @iskomoreno @mannypacquiao @smninews wahahhhahabang pa grab jan @frogmulat.
Bus bus bus!",0.0,0.0,1.0,0.0,Neutral
8927,@Hlingayan @lino_iam @quency_martinac @growlharhar @frogmulat @Allespant @lugawnalata @buangsonny @myzteryosa15 @nguimiii @maanabrenica @Maria47215 @jobjorl @danwaytoofar @jimmy93171751 UA @iampatriotmds @voj_0418 @BUBUKID4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiao pwede!to say nilq lost because of DQ..and not lost to the vote .. hmmmm can they just save their mother's face,0.046,0.071,0.883,-0.1759,Negative
8928,@yuno_iknow @trsrbangyedam @mannypacquiao is at Yello Heart ba asan 😭,0.0,0.0,1.0,0.0,Neutral
8929,@lino_iam @frogmulat @growlharharhar @hlingayan @allespant @lugawnalata @buangsonny @quency_martinac @myzteryosa15 @nguimiii @maanabrenica @Maria47215 @jobjorl @danwaytoofar @jimmy93171751 UA @iampatriotmds @voj_0418 @BUBUKID4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiao stupidbecause the pi ktards know .. just apple and apple,0.0,0.0,1.0,0.0,Neutral
8930,@trsrbangyedam @yuno_iknow @mannypacquiao the pic you posted with heart react 😭,0.0,0.0,1.0,0.0,Neutral
8931,@trsrbangyedam @yuno_iknow @mannypacquiao maybe give you that gabo lagot ka,0.0,0.0,1.0,0.0,Neutral
8932,@yuno_iknow @DoIETEERY @mannypacquiao asan?,0.0,0.0,1.0,0.0,Neutral
8933,@doieteery @yuno_iknow si @mannypacquiao for rich,0.419,0.0,0.581,0.5574,Positive
8934,@trsrbangyedam @mannypacquiao i don't know that 😣,0.0,0.0,1.0,0.0,Neutral
8935,@DoIteery @mannypacquiao your wife,0.0,0.0,1.0,0.0,Neutral
8936,@trsrbangyedam @mannypacquiao yes willing that cno town,0.31,0.0,0.69,0.4019,Positive
8937,"@georgekambosos George Manny Pacquiao only sold 50,000 seat stadium up.Do you truly believe you can fill Marvel stadium as a relatively unknown?I am not being an ass but asking serious question.",0.174,0.044,0.783,0.5147,Positive
8938,Are you willing @mannypacquiao,0.0,0.0,1.0,0.0,Neutral
8939,"@lino_iam @quency_martinac @aqua_marine1987 @maanabrenica @jimmy93171751 @iampatriotmds @growlharhar @LugawNalata @Alllespant @myzteryosa15 @buangsonny @nguimiii @Maria47215 @jobjor @virmaxi @nilesneel @atokpascua @voj_0418 @Bagbukid4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiao @smninewsLoida ""doesn't have true but it needs to like it"" Lewis might be the reason and the facilitator why Lutang's daughters, who are all girls, are admitted in ivyschools.🙄🙄🙄",0.064,0.022,0.914,0.4912,Positive
8940,"@Enigathegaming just looking at her twitter page.She has done some videos with some big names.Tom Cruise, Manny Pacquiao.Vin Diesel.Pretty impressive",0.148,0.0,0.852,0.5106,Positive
8941,Amir Khan opens up on Manny Pacquiao Spar Wars for Oscar de la Hoya https://t.co/32MyicBWIC,0.0,0.205,0.795,-0.5574,Negative
8942,Amir Khan opens up on Manny Pacquiao Spar Wars for Oscar de la Hoya https://t.co/F7HHFJ5HCR,0.0,0.205,0.795,-0.5574,Negative
8943,@Langukang Simaog They will support those candidates that support and are mum about the terrorists CPP NPA.Look at the candidates who attended th smni event publicly denounced terrrrorism to protect our children.So you Denouce and NPA @lenirobredo @iskomoreno @mannypacquiao,0.17,0.087,0.743,0.4404,Positive
8944,"@Josephcrobles @ladytee0512 @waymac73 @mrlexluthor @whitleyteslow @jrmikey80 @jemelehill can you be manny pacquiao?
🤣🤣🤣",0.0,0.0,1.0,0.0,Neutral
8945,@gmanews @mannypacquiao hey pac probably rejected your offer again.😀,0.0,0.292,0.708,-0.5106,Negative
8946,I'm still joking that I'm not a real son of Manny Pacquiao or Manny Villar or Small Laude HMP,0.101,0.0,0.899,0.2263,Positive
8947,"And also I remember that my mom was a jimin stan and shipping vmin like couples blah blah ana paka, then about manny pacquiao who didn't agree with the same sex marriage and you agree that IMO parents about Ana, then unsa mandiay tung gi ship to my mama ??",0.047,0.14,0.813,-0.4367,Negative
8948,@Admardzar @mannypacquiao natural red.Even if it is still the real color of the rose ...,0.152,0.0,0.848,0.3612,Positive
8949,@iamjaysrubrico @lenirobredo @iampinglacson @mannypacquiao @iskomoreno @smninews @dzar1026 true ... the best presidential debate.Intellectual questions..not showbiz type.Ang galing sana maulit ..,0.28,0.0,0.72,0.7906,Positive
8950,"Presidential candidate senator @mannypacquiao met with his supporters in Montalban, Rizal earlier for #Election2022.It discusses the grievances of residents in the area.

(Photo by Jamil Santos, GMA News Online) https://t.co/zgnezoQXQ4",0.087,0.075,0.838,0.1027,Positive
8951,@sftbl187 oat?Manny Pacquiao,0.0,0.0,1.0,0.0,Neutral
8952,"Amir Khan actually believes he has been or is still at, the level of guys like Floyd Mayweather & amp;Manny Pacquiao.The truth is, never been on their level.Both would have given Khan a beating.",0.13,0.082,0.788,0.2023,Positive
8953,Amir Khan opens up on Manny Pacquiao Spar Wars for Oscar de la Hoya https://t.co/8k5xq9jp1p #pacquiaokhan https://t.co/mdmhyv3nqc,0.0,0.184,0.816,-0.5574,Negative
8954,#Mannypacquiao https://t.co/DDQQVHKPL,0.0,0.0,1.0,0.0,Neutral
8955,Super 💖 @Raghul @Karthi @mannypacquiao @gvandergarde @kt,0.438,0.0,0.562,0.5994,Positive
8956,"4 Presdential Aspriants Ping Lacson, Manny Pacquiao 'Isko Moreno L, Leni Lobredo Skip SMNI Debates https://t.co/wemt5L7EKY",0.0,0.0,1.0,0.0,Neutral
8957,@Abscbnnews sen @mannypacquiao remove it ..,0.0,0.0,1.0,0.0,Neutral
8958,@inquiredotnet Is there a corruption @mannypacquiao? 😮,0.0,0.0,1.0,0.0,Neutral
8959,@Admardzar @mannypacquiao red,0.0,0.0,1.0,0.0,Neutral
8960,"@Northprince14 @manilabulletin @iskomoreno @mannypacquiao you are serious.Isko is a product of UP, Harvard, Oxford and Arellano Law.How do you say it's empty?Just fixing manila like a big bang theory?Isko is the best project manager of all so he gets things done and that needs brains.",0.147,0.0,0.853,0.7941,Positive
8961,@jayvie12 so manny pacquiao is also a thief?,0.0,0.362,0.638,-0.5267,Negative
8962,@Admardzar @mannypacquiao it's complicated.,0.0,0.0,1.0,0.0,Neutral
8963,@smninews @mannypacquiao 🤣🤣🤣🤡,0.0,0.0,1.0,0.0,Neutral
8964,"""I will take them to jail myself.""

Thus promised by presidential candidate Senator Manny Pacquiao to underscore his commitment to his war against corruption.

Read: https://t.co/TOFGT1amzw https://t.co/GGOCPD75NB",0.155,0.118,0.727,0.0516,Positive
8965,@Lino_Iam @frogmulat @allcapslerkey @growlharhar @hlingayan @allspant @lugawnalata @buangsonny @quency_martinac @myzeryosa15 @nguimiii @maanabrenica @maria47215 @jobjorl @danwaytoofar @denceasar @viral @nilesneel ampatriotmds @voj_0418 @BUBUKID4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @fakyoto @lenirobredo @iskomoreno @mannypacquiao is sheUnder the jurisdiction of Pinas?,0.0,0.0,1.0,0.0,Neutral
8966,"Manny Pacquiao is very vocal about his faith and how he put the word of God in most of his speech.

I love Manny more than God over this show.

#BBM
#UniteambBSara
#UNITEAM",0.286,0.0,0.714,0.8807,Positive
8967,@Wildesportses @mannypacquiao @wildriftes,0.0,0.0,1.0,0.0,Neutral
8968,@Wildesportses @mannypacquiao @wildriftes lol,0.483,0.0,0.517,0.4215,Positive
8969,"Manny Pacquiao has told us lately that at one point in his life, he contemplated joining rebels in the Hills.

Read:
https://t.co/VS8SF7YPS9",0.0,0.079,0.921,-0.2023,Negative
8970,"Manny Pacquiao has told us lately that at one point in his life, he contemplated joining rebels in the Hills.

Read:
https://t.co/h6ayoq5t52",0.0,0.079,0.921,-0.2023,Negative
8971,"Thank you, Diana!We appreciate your heart and your donation.

No amount is too small, and every dollar has an impact.

Join Diana by giving a gift at https://t.co/TFOPSKSRNE.

👉👉 https://t.co/d9xm5htlkc

#Pacquiaofoundation #mannypacquiao #mannyscorner https://t.co/NCYDKH3EV1",0.308,0.052,0.64,0.8687,Positive
8972,@Lizardmcknight @admardzar @mannypacquiao right.,0.0,0.0,1.0,0.0,Neutral
8973,"@V3ikaros @mannypacquiao @wildriftes protagonizó uno de los combates más famos de boxeo contra mayweather, moviendo millones y siendo uno de los eventos deportivos más famosos del año https://t.co/ylescvro21",0.0,0.0,1.0,0.0,Neutral
8974,@Wildesportses @mannypacquiao @wildriftes quien es?Es alguien important?,0.265,0.0,0.735,0.2869,Positive
8975,@Mochafrappe13 @admardzar @mannypacquiao strength because it's cute and pink.😁,0.47,0.0,0.53,0.7351,Positive
8976,"Any legit background information or sites about Manny Pacquiao with his education, net worth, and government experience?Need Legit Source: ((",0.091,0.0,0.909,0.2263,Positive
8977,Pacquiao’s son hit with brutal facts as coach says there will never be another Manny Pacquiao https://t.co/p1oh23TOF5,0.0,0.204,0.796,-0.6249,Negative
8978,"Sen Manny please explain ...
@Mannypacquiao, boomerang yata tung you said ah ... come back to you😢😢😢 https://t.co/uzyhwjlnur",0.119,0.0,0.881,0.3182,Positive
8979,"@Admardzar @mannypacquiao is a lot of colors because rose.Not just one.But red is really the most popular and common rose color.Me, I like the color peach.It's up to you to type!Hahaha as well as keeping a rose in Pinas politics!",0.201,0.0,0.799,0.8196,Positive
8980,@Mikyelb @iampinglacson @leodymangupering @mannypacquiao @lenirobredo,0.0,0.0,1.0,0.0,Neutral
8981,"Floyd Mayweather, Jr.vs.Manny Pacquiao
https://t.co/r1l26NHFFU",0.0,0.0,1.0,0.0,Neutral
8982,"@quency_martinac @lino_iam @aqua_Marine1987 @maanabrenica @jimmy93171751 @iampatriotmds @growlharhar @LugawNalata @Allespant @myzteryosa15 @buangsonny @nguimiii @Maria47215 @jobjor @virmaxi @nilesneel @atokpascua @voj_0418 @Bagbukid4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @lenirobredo @iskomoreno @mannypacquiao @smninews don't wantNun, you will be buried",0.0,0.0,1.0,0.0,Neutral
8983,@quency_martinac @lino_iam @aqua_Marine1987 @maanabrenica @jimmy93171751 @iampatriotmds @growlharhar @LugawNalata @Allespant @myzteryosa15 @buangsonny @nguimiii @Maria47215 @jobjor @virmaxi @nilesneel @atokpascua @voj_0418 @Bagbukid4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @lenirobredo @iskomoreno @mannypacquiao @smninews saupping baor suplak ?? 🤣🤣🤣,0.0,0.0,1.0,0.0,Neutral
8984,@quency_martinac @lino_iam @aqua_Marine1987 @maanabrenica @jimmy93171751 @iampatriotmds @growlharhar @LugawNalata @Allespant @myzteryosa15 @buangsonny @nguimiii @Maria47215 @jobjor @virmaxi @nilesneel @atokpascua @voj_0418 @Bagbukid4 @eyeeres @ronaldr75484618 @broppy07@lav2heart14 @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjemy up @iliad_novak @anunnaki09 @mael_opreuce_88 @lenirobredo @iskomoreno @mannypacquiao @smninewsthere are fabrics and dogs ?? 🤣🤣🤣,0.0,0.0,1.0,0.0,Neutral
8985,@smninews @pastoracq @mannypacquiao try in the US kumg maabswelto ... no corrupt justice system don,0.183,0.118,0.699,0.296,Positive
8986,"@noun_name1 some of the most legendary fighters were short, Floyd Mayweather's 5,8 and Manny Pacquiao is 5,5.",0.0,0.085,0.915,-0.1226,Negative
8987,"Don't count him out just yet.

Senator Manny Pacquiao expressed belief yesterday, February 14th, that he is on the way to scoring a dramatic come-from-back victory in the May national elections.

READ MORE: https://t.co/h9ijonslpa

#KATRIVOTE2022
#Pulsongbayan
#Dailytribune",0.0,0.0,1.0,0.0,Neutral
8988,"Don't count him out just yet.

Senator Manny Pacquiao expressed belief yesterday, February 14th, that he is on the way to scoring a dramatic come-from-back victory in the May national elections.

READ MORE: https://t.co/owpgypqyk4

#KATRIVOTE2022
#Pulsongbayan
#Dailytribune",0.0,0.0,1.0,0.0,Neutral
8989,@Josesteii @apakheticdame @lenirobredo @iskomoreno @iampinglacson @mannypacquiao we challenge Ferdi Narcos Jr.To attend other debates din!Come on!What kind of person will ebndorse on a sex trafficker?Then host a crazed debate.,0.046,0.073,0.881,-0.1984,Negative
8990,"@smninews @pastoracq @mannypacquiao @fbi @fbimostwanted @newyorkfbi
You can arrest Apollo Quiboloy now.",0.0,0.179,0.821,-0.34,Negative
8991,"Don't look for a date on Valentine's Day because it's only one day.😉

To find the dating and to be with you for the rest of your life
-Manny Pacquiao",0.0,0.0,1.0,0.0,Neutral
8992,Those in @Senado thought the motorists in nonsense had forgotten the double plaque.@Dickgordondg @risahontiveros @mannypacquiao atb https://t.co/NPJ3AWJB33,0.0,0.235,0.765,-0.5574,Negative
8993,"Presidential candidates Panfilo Lacson, Isko Moreno, Manny Pacquiao, and Leni Robredo will skip the presidential debate organized by the media network of Apollo Quiboloy, an evangelist who had already publicly endorsed a ticket for the may polls.

Read: https://t.co/lfmti7xKLQ https://t.co/izm5x1Sle",0.05,0.0,0.95,0.25,Positive
8994,@Tekamotsniyorne @mannypacquiao why are you on the pedo?https://t.co/OHSB59FXC1,0.0,0.0,1.0,0.0,Neutral
8995,@Mannypacquiao sir please help us just need financial help for my son fighting cancer 099777186824,0.313,0.28,0.407,-0.0516,Negative
8996,@Mannypacquiao salute manny did you do right,0.0,0.0,1.0,0.0,Neutral
8997,@smninews @pastoracq @mannypacquiao oh how is that dismissed,0.0,0.0,1.0,0.0,Neutral
8998,@Kitty_luscious @tonyocruz @lenirobredo @iskomoreno @mannypacquiao lies in the ups 🤣🤣 because fear of panelists who are angry at Jessica Sohol's talkshow https://t.co/2rpwjrhrmc,0.0,0.329,0.671,-0.8519,Negative
8999,@tonyocruz @lenirobredo @iskomoreno @mannypacquiao https://t.co/bwtrb8ahyz,0.0,0.0,1.0,0.0,Neutral
9000,@tonyocruz @lenirobredo @iskomoreno @mannypacquiao https://t.co/azkghxderq,0.0,0.0,1.0,0.0,Neutral
9001,@tonyocruz @lenirobredo @iskomoreno @mannypacquiao https://t.co/rl88EB5Kuz,0.0,0.0,1.0,0.0,Neutral
9002,@tonyocruz @lenirobredo @iskomoreno @mannypacquiao Tonyo loid https://t.co/vjovrlyeqi,0.0,0.0,1.0,0.0,Neutral
9003,@tonyocruz @lenirobredo @iskomoreno @mannypacquiao https://t.co/iatKLRFPZM,0.0,0.0,1.0,0.0,Neutral
9004,@smninews @pastoracq @mannypacquiao fools just believe in quibuloy.Have mercy on your soul.,0.159,0.204,0.637,-0.1779,Negative
9005,@djakssss @retiredrebel1 @mannypacquiao is still smart to @bongbongmarcos real talk,0.231,0.0,0.769,0.4019,Positive
9006,"@smninews @pastoracq @mannypacquiao haha.Yong appointed son, it became moses.You are still not safe in America, they are not going through the money.",0.0,0.103,0.897,-0.3412,Negative
9007,@smninews @pastoracq @mannypacquiao @fbi,0.0,0.0,1.0,0.0,Neutral
9008,"Everybody keep saying James Wilson didn't train with nobody didn't fight nobody.Well this me in the Philippines when I was having breakfast when I was training with Manny Pacquiao I tell you this Jake Paul will not beat James Wilson
 I take fighting seriously.
James Wilson FTW.https://t.co/HJLF5MGTV9",0.047,0.091,0.862,-0.2537,Negative
9009,"Isko as an alternative candidate

Isko Moreno once again topped the ""Second Choice"" Presidential Survey of Pulse Asia for January 19 to 24. He was followed by Senator Ping Lacson and Senator Manny Pacquiao, who both got 14%.#AsPilipino2022 https://t.co/eciwkooxSb",0.0,0.0,1.0,0.0,Neutral
9010,"The son of boxing legend @mannypacquiao is into crypto.Don't forget to join the auction soon.
This is lit 🔥🔥🥊🥊",0.081,0.092,0.827,-0.0572,Negative
9011,Check out my NFT Listing on Opensea!https://t.co/l0rym8eem1 via @opensea @mannypacquiao,0.0,0.0,1.0,0.0,Neutral
9012,"Senator Manny Pacquiao is determined to continue his presidential bid, saying that the word 'back out' is not in his vocabulary.#TheFilipinovotes

Read the story: https://t.co/SO9XG1BCTB https://t.co/TXKACXTUV9",0.088,0.0,0.912,0.34,Positive
9013,@neneng_jose @oxcart1977 @dgcues @tonyocruz @lenirobredo @iskomoreno @mannypacquiao you are wrong to understand mamser.It's wet too.Labyu,0.0,0.181,0.819,-0.4767,Negative
9014,@canete_darwin 👊 drunk really @mannypacquiao 😅,0.0,0.444,0.556,-0.34,Negative
9015,@jojolopezc @baifernnam_ @yaySyuseu @freedom971655531 @mannypacquiao you are focusing on Jessica Soho.Focus first if you have to defend your idol.Because you are no longer in the right reasoning.You look like a fool.,0.072,0.147,0.78,-0.3818,Negative
9016,"@jojolopezc @baifernnam_ @yaysyuseu @freedom971655531 @mannypacquiao be fair?Tell that to your idol often absent.You attend important intervies and debates.He's not just soho absent.If we float, you are a liar and a thief.More disgusting!Disgusting!",0.053,0.115,0.831,-0.4738,Negative
9017,@totocovy @yorme_bodyguard @sabonguniteam @smninews @lenirobredo @mannypacquiao @iampinglacson @iskomoreno @leodymagawawa @bongbongmarcos hahaha I don't have a brain eh sorry ha you are the genius !!!Everything you say I'm on my knees and I believe.Hurray!,0.202,0.037,0.761,0.7825,Positive
9018,"@samgutzsmni @yorme_bodyguard @sabonguniteam @smninews @lenirobredo @mannypacquiao @iampinglacson @iskomoreno @leodymagawawa @bongbongmarcos yes, because if the government surrenders the wanted .. my extradition treaty we are in the US boy ..ALYADO .. haha..pwde you live on TV even if you hide .. my brain kba?",0.059,0.037,0.903,0.25,Positive
9019,@krssmye @tonyocruz @lenirobredo @iskomoreno @mannypacquiao endorsed kc sya,0.222,0.0,0.778,0.25,Positive
9020,@Mannypacquiao it's all right that you don't go!C BBM does not attend debates!You have a opponent of the two clang clang two magste,0.0,0.0,1.0,0.0,Neutral
9021,@totocovy @yorme_bodyguard @sabonguniteam @smninews @lenirobredo @mannypacquiao @iampinglacson @iskomoreno @leodymangukawa @bagbongmarcos oh really?Can you prove that ha hahahaha always live on tv and socmed platforms hiding ???How stupid can you get!Bless your bitter soul dude!,0.057,0.235,0.708,-0.8198,Negative
9022,"@baifernnam_ @mannypacquiao no matter who the right person is, it's really far away.https://t.co/bkef5incVq",0.077,0.154,0.769,-0.2732,Negative
9023,"@samgutzsmni @yorme_bodyguard @sabonguniteam @smninews @lenirobredo @mannypacquiao @iampinglacson @iskomoreno @leodymangukawa @bongbongmarcos is hiding because he knows that Duterte will allow the FBI to come in, and Duterte will give up on Duterte.In the sex traficker .. let's go unithieves pla, d i wondered ...",0.044,0.051,0.905,-0.0772,Negative
9024,@Mannypacquiao 🤷‍♀️,0.0,0.0,1.0,0.0,Neutral
9025,@smninews @pastoracq @mannypacquiao did it?,0.0,0.0,1.0,0.0,Neutral
