,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
8095,@bbm_stan6 🤣🤣🤣🤣🤣🤣 stomach This two are crazy,0.0,0.286,0.714,-0.34,Negative
8096,"@AzrieLULATZ This is targeted to the BBM supporters trying to trend this.Im using the hashtag so BBM supporters can see the tweet.

This strategy was used before when people tried to trend ""all lives matter"" K-Pop stans flooded the hashtag with ""Black Lives Matter"".",0.144,0.0,0.856,0.7096,Positive
8097,@keliwal30933369 CBD is Comedy Central Pls! 🤣🤣🤣,0.45,0.0,0.55,0.4753,Positive
8098,Headway Footwear - Loyal Black (Size 40-44) Info SMS: 087809264540 BBM: 27F20B54 #HandMadeshoes #Headway https://t.co/RFZRIWMGH6,0.193,0.0,0.807,0.4767,Positive
8099,@yingyingpot30 @mamoruchichiba @blujayhannah @maltiq attention there's no clamor for other candidates to attend debates they back out from.Only BBM wants everyone to see.Everyone else is irrelevant at this point.,0.0,0.073,0.927,-0.296,Negative
8100,"SKSKSKS After 2 months, finally wages too!Just in case, I want to slap the tax size, then BBM just wins?Egul.#Sefines Opening #Letlenilead2022",0.151,0.0,0.849,0.2942,Positive
8101,"Get out of your comfort zone, BBM!It is cheap for the people and the president of the highschool president",0.134,0.0,0.866,0.4199,Positive
8102,@PhilipPtestar good move you leody👍🏻👍🏻 In four retreats .. how do you get votes from 60% voting population to prefer bbm ??Fear or just not thinking?Ka Leody is fine ❤️❤️💚💚,0.148,0.09,0.762,0.2593,Positive
8103,"@ryansmendoza13 lol, why you guys are focusing to Leni?Eh they all backed out because he had the most valid reason.Bbm you are brave in the debate because he is in his balcony.Hahaha but the major debates rejected.",0.121,0.104,0.775,-0.3182,Negative
8104,@benign0 @cnnphilippines boycott in presidential and vp forum and debates without BBM and Sara,0.0,0.15,0.85,-0.3182,Negative
8105,"#Bbm #nft

Check out my NFT Listing on Opensea!https://t.co/yxewg9kxxs via @opensea",0.0,0.0,1.0,0.0,Neutral
8106,"dtyuil., cdfftyuik",0.0,0.0,1.0,0.0,Neutral
8107,@oluwole_ayomipo no we are worried Phela.🤣🤣🤣,0.0,0.524,0.476,-0.5267,Negative
8108,"@cramvic @i__sekai @MIKEDG25121926 @acosijuana @LugawNalata @surfdude_1 @rowena_guanzon @lenirobredo @kikopangilinan hahaha saklap diri duni digong but now, are you saint?Hehe you have Leni going to vote for BBM?Dream on hehe",0.087,0.0,0.913,0.3939,Positive
8109,This ship has made me go to the BBM tag for the first time 😩🤣,0.0,0.0,1.0,0.0,Neutral
8110,"I mean, hey if you're running an MLM scam, you can get your BBM friends to join in since it works the same way",0.17,0.219,0.61,-0.368,Negative
8111,#الوتر https://t.co/QZovacrxi8,0.0,0.0,1.0,0.0,Neutral
8112,@Lucilleyao7 @estareszobel @tolifernesmaria tas when they watched the video of BBM's rally they were sad because they were alive with the supporters and they seemed to be bbm so they were wondering if they were BBM or not ..But I'm #Kakampink me 💕💕💕,0.113,0.064,0.823,0.34,Positive
8113,@bbm_stan6 🤣🤣🤣🤣🤣🤣,0.0,0.0,1.0,0.0,Neutral
8114,"@bbm_stan6 this is just crazy ...
We gashers are just too crazy ..",0.0,0.304,0.696,-0.5859,Negative
8115,@kapams4vr @apakheticdame dun in cnn bbm and cayetano have trauma pa yako,0.0,0.203,0.797,-0.4215,Negative
8116,"People: This year's BBM is boring compared to Mandla and Lexis
Everyday: BBM Trends

😂 It's a movie.Please let us be we never watched BBM before.Some of us were still in boarding #bbmzansi",0.0,0.071,0.929,-0.3182,Negative
8117,Aku setuju-setuju aja kok kok kok harga bbm makin mahalkankankan sigan ka ttep murahama aku aku.#gubrak,0.0,0.0,1.0,0.0,Neutral
8118,"@Drontyleachon bbm because worshiping surveys, the bunabandera is always, pduts' trust rating will continue (like huh? It doesn't make sense)",0.227,0.0,0.773,0.6486,Positive
8119,@Grinrande15 also looks at the credibility of the hohost.Hahahaha.BBM is only attending if he wants to.But the power to say is biased.Ahhaha,0.0,0.0,1.0,0.0,Neutral
8120,@Allforo92306218 @cnnindonesia 4. Kenikan Bbm,0.0,0.0,1.0,0.0,Neutral
8121,"@surfdude_1 @LugawNalaga @acosijuana @i__sekai @MIKEDG25121926 @cramvic @Rowena_Guanzon @lenirobredo @kikopangilinan kaw lang na lanaklapa na na na naga nagkat.What are you doing to us, because of the wealth so vote for BBM?Haha if you feel sorry for that, it can be hehe hehe",0.072,0.029,0.899,0.4404,Positive
8122,"@Lucilleyao7 @estareszobel @TolifernesMaria ayy true that maam when i showed to my cousins the video of vpleni's pinksunday rally i also showed the video of bbm's rally.Pure scream,",0.095,0.092,0.814,0.0258,Neutral
8123,@z24084 الت first,0.0,0.0,1.0,0.0,Neutral
8124,Thank God there are cameras they would have killed my gash1 in his sleep yoh,0.218,0.213,0.569,-0.2263,Negative
8125,Your UPD graduate but BBM supporter: // I don't get it.,0.227,0.0,0.773,0.3919,Positive
8126,@darkhalcyon101 @mamoruchichiba @Blujayhannah @maltiq lenlen supporters are helping us to make BBM-Sara trending.So we are very grateful to the Kalenlen jan.That whatever ruin makes BBM stronger.,0.307,0.106,0.587,0.7346,Positive
8127,"Correct, character assassination is just CNN there.BBM's airtime was depleted in 2016 because the topic was so rich.",0.188,0.159,0.653,0.1819,Positive
8128,"@Starcatchersnft @WeatheRePortnft @chicketenthighhh met my partner at a part time work, thanks to BlackBerry, we exchanged BBM contact, lost contact for awhile, reconnected couple months down to the road via BBM.And the rest is history, 11 years and counting now ❤️",0.067,0.053,0.88,0.1531,Positive
8129,"Sukses itu ada di tanganmu, siap-innum paytren akan meluncurkan gebrakan baru again.

Daftar?Ping BBM: 5A766CCA /HP: 085754112212",0.0,0.0,1.0,0.0,Neutral
8130,"They don't support you.
They support bbm.
After the election, you are nothing to BBM.

Who loves who?
Supporting Who?https://t.co/D12xFayTRM",0.253,0.164,0.582,0.5337,Positive
8131,"Tshirt Panther..Handmade Original Design & amp;HANE DIJUAL DISINI..SMS/WA: 085643325959, BBM: BM1910

https://t.co/YDDKF1XFNC",0.187,0.0,0.813,0.3182,Positive
8132,"After a while ...
""9 aspirants are confirmed to attend the CNN debate only BBM can't attend.""
But not attending the SMNI debate, such as the reasons cheese bias, busy and my case owner.I do not know!!!",0.0,0.066,0.934,-0.3561,Negative
8133,"True BBM has a huge respect to Manny actually his family especially BBM's children, but he has never heard of BBM truly one of a kind really ..",0.401,0.0,0.599,0.9194,Positive
8134,@palebp @1stylemomsi ahahaha .. it seems like a case of BBM's supposed tax invasion .. a case of not believing but it's just an oh comeon!Ahahahahaha .. #LenIdabal,0.076,0.0,0.924,0.2598,Positive
8135,"Queen of fake news si @frogmulat Paiba others Statement in less than 30min..haha
_Mag dedebate bbm alone
_Magbate Sara and BBM
_SUAAGAG SHA by Leody
What is it really ..to tweet mu ..
The reality..you are the mother of your debate!https://t.co/i8is4VZtms",0.0,0.121,0.879,-0.6588,Negative
8136,"@Miaamagdalena healthiest, nicest interview by MS Kris Aquino and BBM .. No hate 💛❤️✌️❤️💛 https://t.co/bhnrqiymqp",0.152,0.28,0.569,-0.4019,Negative
8137,"When the daddy's semen are weak .... Obob is the baby😂
#sandromarcos
#Bbm https://t.co/aphiesjdyb",0.0,0.182,0.818,-0.4404,Negative
8138,@Mednugs the most painful thing I can think of is not letting myself trade tomorrow.,0.0,0.197,0.803,-0.4927,Negative
8139,"@Lheaira88 @camchan99_ ag volume some yan?Do you have a list?Kmi has the proof that endorse's professional and resputable person is Leni .. Bbm who endorses?All convicted of a crime Aysus!Quiboloy, Estrada, Revilla, etc Aysus Apaka Credible of Endorsement and Toni G is ungrateful?Aysus",0.051,0.105,0.843,-0.5349,Negative
8140,@hornyprofessi @PinoyAnghang what are you doing he won't be able to aattend cnn even if it's a cnn boss.Cnn boss attended bbm rally recently,0.0,0.0,1.0,0.0,Neutral
8141,@Anaroseablona @jorge_stohner cg to give me one to bbm hahaha i challenge you,0.329,0.0,0.671,0.5994,Positive
8142,"BBM says the solution to the people's problem is unity.
His unity is the thieves, thieves and the town, the town,
People who want to be united with the people.
Abay guys will you let you go again?!

Aynata !!!

#LeniangSahatAhat",0.123,0.202,0.675,-0.7243,Negative
8143,"@Apatheticdame also debate in CNN that BBM is not going to go.What is there in SMNI why is he going, and at CNN eh?Of course obviously Quiboloy is on his side.Safe zone.Just like the DZRH, he stopped because he knew Leni's critics of another panelist.",0.051,0.084,0.864,-0.1531,Negative
8144,@inquiredotnet @leilainasq the so called Leni cheerleaders are trying to justify the very bad performance of Leni.Ignoring the fact that Leni is hated and untrustworthy.A 46% lead is surmountable?With BBM going +6 and others going down.These analysts are saying BS.,0.052,0.168,0.78,-0.76,Negative
8145,@Miggy_0129 i am Filipino tall forehead anyone ...,0.0,0.0,1.0,0.0,Neutral
8146,@Evelyn09795965 @shizmon3y we either tweet among 12 year olds or daft people there's no in between.🙄,0.0,0.128,0.872,-0.296,Negative
8147,"@Shalaurel Lose the chance that BBM supporters would have heard of him that he could still maconvice to vote for her.Do I think the campaigns are smart, well-educated and liberal what is that?Only on Twitter is the fight?Is that so?",0.178,0.059,0.764,0.6641,Positive
8148,@Ampalayapink wow full support the Filipino people.In the uniteam of BBM n Sara .... Toni G. says that there is a winner !!!,0.383,0.0,0.617,0.9037,Positive
8149,"How do you form unity when you can't even attend job interviews?Quiboloy isn't even a journalist.He is a criminal.

And why are they still letting BBM run for presidency when he has a tax evasion record?Is the Philippine government a group of clowns?Is our country a circus?",0.0,0.096,0.904,-0.6553,Negative
8150,"1 - oral defamation
2 - IGNORANCE OF THE LAW EXCUSES NO ONE
3 - No such case has been filed against BBM & amp;No Proven Court Resolution on this claim
https://t.co/dlaranzwc5",0.0,0.276,0.724,-0.8109,Negative
8151,@onenewsph ka leody nlng than jan coward na bbm na yan.It was hard to run because China supported.Anyways he knows that he is going to happen in case they win Sara Dutae.Poor Philippines,0.099,0.115,0.785,0.1027,Positive
8152,To all the BBM domestic helpers supporters this is for you all!Wake up!Seriously solid BBM men calling out Robredo's over-achiever daughters so many offensive stuffs than this stupid ass young fella who didn't even know the meaning of DH!That is so sexist!🥴 #VovokAfohvah,0.119,0.215,0.666,-0.8098,Negative
8153,"@nathans29134419 yes they thought BBM was not going when Atty said.Rodriguez goes, then they back out.They are afraid of BBM🤣🤣🤣 and Professora Straight Forwrd because of that.😜😜😜",0.155,0.0,0.845,0.5574,Positive
8154,"@shalaurel well, what do you expect from a campaign?Always entitled😂 Dear, nothing to lose to BBM if he will attend or not.He has the majority vote already based on the latest survey.Lenlen was the pursuit.By not attending this platform based debate, she wil",0.151,0.0,0.849,0.7147,Positive
8155,"@Frogmulat ahahah..tanga!Sabe mu mag de debate si bbm magisa..ngayun anjan si ka leody..ahhaha tanga ka talaga. fight bawi ..Ahahha
@Frogmulat ..One word nga jan ..dow",0.0,0.108,0.892,-0.4389,Negative
8156,@iamwhatiam30 i can no longer surpise if it is out of bbm in his own debate.Ka Leody will be bullied 😅.,0.0,0.259,0.741,-0.743,Negative
8157,"If Ka Leody was not in the Jessica Soho's presidential interview because it was only the top 5, at least now she has a chance to meet publicly even though BBM is just two.Let the guys go.Focus on the menu.🥂
#SMNIPRESIDENTIALDEBATE",0.091,0.0,0.909,0.4215,Positive
8158,Butterfly Comb a.k.a Balisong TLP/SMS: 085752859243 BBM: 53741F65 https://t.co/L5FV2ELVMJ,0.0,0.0,1.0,0.0,Neutral
8159,"@Kupiteraksda_ @barrygutierrez3 may time more @barrygutierrez3 you can still talk to your candidate.
Here in the debate that BBM and your candidate will try.Prof.Clarita Carlos is the one of the panels .. All right then talk to your pet..🤣🤣🤣",0.0,0.0,1.0,0.0,Neutral
8160,@Bulwack69 @forever_kaybeee he hasn't even started mos😭😭😭,0.0,0.0,1.0,0.0,Neutral
8161,"@Frogmulat sure ka?Are you Leody and BBM alone?Ahahahah ..
The point is the coward of your mother..it's a chance to be one on one bbm and immediately ahahahaha!
@Frogmulat DAWALGGG !!!
One word..dow !!!",0.15,0.077,0.773,0.4268,Positive
8162,"#Bbm #nft

Check out my new NFT on Opensea!https://t.co/yxewg9kxxs via @opensea",0.0,0.0,1.0,0.0,Neutral
8163,First ever presidential debate and take note face to face yan ha no script and everything but your mom is back out..hahahaha edi #Lenidawal 😅😅 so bbm will take the spotlight ..,0.051,0.048,0.901,0.0258,Neutral
8164,@Paxtondy they don't get why unity is BBM..simple word but very strong..they know because they are unity..mag cancel people..dun sila na u unite..haha,0.0,0.106,0.894,-0.3612,Negative
8165,"No support universities in the United Thieves? 😂🤭

BBM's Recto University when to show support 🤣
@allcapslerkey",0.332,0.223,0.445,0.4019,Positive
8166,"vivo en un constante pensar en el pasado porque no hago nada en el present by me creo ningún futuro, estoy muy triste HOY PERDON",0.08,0.08,0.839,0.0,Neutral
8167,@Dennisroda @inquiredotnet @NAMERCADOINQ is not goosebumps the yellow ones in fear.The best of Leni is not even half that of that of BBM.,0.16,0.0,0.84,0.6369,Positive
8168,@Brenda47883368 @ronnietuason and running C Bbm as in ba backout again 😹 https://t.co/vtlewuhqj3,0.0,0.0,1.0,0.0,Neutral
8169,@smninews kaabang ababang talaga with or without the other 4 candidates.To BBM it's just worth it,0.119,0.0,0.881,0.2263,Positive
8170,"Since BBMs are with me in the office, I'm going to pink today.",0.0,0.0,1.0,0.0,Neutral
8171,"@PhilstarNews The right of Everyone who does not have to be respected and respected, but if you want to get the vote from BBM leading candidate, this is the opportunity (hopefully) because of course watching his voters #Justsaying",0.214,0.0,0.786,0.8047,Positive
8172,a veces me siento con tan poc esperanza a que sea capaz de solucionar algo por mi mi mosma cambiar y que mi vida avance que solo quiero que todo se pare for que deje de centir que pass el tiempo y yo lo desperdicio.,0.0,0.0,1.0,0.0,Neutral
8173,"@FrogMulat is my president BBM .. you are so stupid..that's up to his 1700 islands with an electric current nerve of 1600 hahaha ..@frogmulat one word please ..
Cow!",0.187,0.0,0.813,0.7345,Positive
8174,@Mholishinga @mpizo_oliphant you can run your mouth but it's only giving us more enthusiasm to vote for the most beautiful girl in BBM and Africa Queen Nale #BBMZANSI,0.345,0.0,0.655,0.9346,Positive
8175,@1stylemomsi you are so accustomed to getting back BBM ha.It seems like it's just normal,0.152,0.0,0.848,0.3612,Positive
8176,"@Waldenbello lol at you old man, when Marcos is not accepting the invites you called him ""cowardly"" and now your talking ""strategy"" hahaha ba ba Ratbu you martial law kya gnyan ka warfreak to bbm?",0.158,0.054,0.788,0.6388,Positive
8177,"@bleedbight @dvcagustin @maltiq you are just blind in difficult moments.When it comes to the storm quota quota BBM helps.Is your mother in SAF44 present?

Your mother is really cowardly when it comes to debate, the scenario she doesn't know, what more to expect kpag debateaten",0.0,0.162,0.838,-0.796,Negative
8178,"BBM supporters are very picky.When we were in Caravan in Davao we were shouting ""Leni Lugaw, BBM us!""Eh we just shout back - ""Thieves!""All in the spirit of campaign fun (not fund, we have no money)!Stop BBM supporters in Manila!Truth hurts?",0.233,0.103,0.663,0.7696,Positive
8179,I'm sure they wished it choked him.🤣🤣🤣🤣🤣,0.221,0.298,0.481,-0.2023,Negative
8180,"@Superpam5 @ApatheticDame Why did you call BBM cowardly, every word is coming back.",0.0,0.178,0.822,-0.3818,Negative
8181,I was really good at 🙄 I didn't really believe he was kind to a good duck.Just really bbm 🙈😂,0.429,0.0,0.571,0.8685,Positive
8182,@lehumonadia that's where the content is.🤣🤣🤣,0.0,0.0,1.0,0.0,Neutral
8183,"@Iamcarolcapillo @black_wolfram @Aikonriche ""Why don't you like BBM?""the cute of the question",0.199,0.14,0.662,0.224,Positive
8184,@ManuelPsev @PinoyAnghang @smninews Who said BBM was cowardly for not joining the presidential interview?https://t.co/5T5QPWNWZB,0.0,0.167,0.833,-0.3818,Negative
8185,"Bbm 惜別 の チェック リスト 見 て 唸っ た た w
Bbm ユ ユ ユ ザ 惜別 さ れ ない と いい が。。",0.0,0.0,1.0,0.0,Neutral
8186,Baju Rajut Murah • Info Order »Pin: D189D916/IG: SecondMyCstore 24Jam_Iskan Ads_iklan Bbm_Iskn Cariproduk https://t.co/fwxz9t3yyj,0.0,0.0,1.0,0.0,Neutral
8187,"@Ramlirizal Sama Naikkan Bbm Xixixixi ... Daglan Semua.
Rusak .... Rusak .... !!!",0.0,0.0,1.0,0.0,Neutral
8188,"Yuck bbm, i uncrush u",0.0,0.0,1.0,0.0,Neutral
8189,"Child's fault
The father's sin
BBM has done nothing or helped in the country
Or no media supports him?

Tell me that I'm stupid
But I do not vote for the person who is controlled by another group

pink is the new yellow color?",0.036,0.173,0.791,-0.6767,Negative
8190,kangen sama mayuyu?Bbm nya selalu on!3229077B ;;),0.0,0.0,1.0,0.0,Neutral
8191,"Just my story….Yesterday I was talking to one of my co -workers, I said BBM you are no Aurora eh.He said, yes Ma'am.Are you Ma'am?Of course Leni.Then he suddenly joined, because Leni was in the interview.I answer, what interview did you watch?Did you finish?… ..",0.07,0.047,0.883,0.2593,Positive
8192,@naravla_mar hahahahahaha so did the friends when bbm backout in jessica's interview 😂😂 knowing that there are other candidates who also did not accept the interview 😂 #LenIdawal,0.11,0.071,0.818,0.2914,Positive
8193,"Many song writers have been inspired and created songs for BBM & amp;Sara tandem.But to other presidentiables, why does their team have no song created?Leni has a song but she also looks like a fool in the pockets of pockets",0.155,0.123,0.722,0.1027,Positive
8194,So maybe I didn't sleep my brother because last night BBM's vlog was speaker p,0.0,0.0,1.0,0.0,Neutral
8195,@Zimba_chips he didn't even meditate.🤣🤣🤣🤣,0.0,0.0,1.0,0.0,Neutral
8196,"@Mlastandard thank you very much Lacson, Pacquiao, Leni and Isko's not letting SMN invite the spotlight all the time with BBM nalang.Thanks again",0.1,0.058,0.842,0.2631,Positive
8197,"Soon downstairs will be Themba, Gash1 and Norman's mansion they will all move upstairs.🤣🤣🤣🤌",0.0,0.0,1.0,0.0,Neutral
8198,@Isandronly sure that million will be viewers .. more exposure to BBM .. 👏👏✌️👊,0.15,0.0,0.85,0.3182,Positive
8199,@maltiq is right that BBM is the only one who is trying to destroy that can be destroyed by many love..✌️❤️👊💚,0.0,0.261,0.739,-0.7717,Negative
8200,"@1stylemomsi @wrongia071 no eggs are cowardly ahahaha @frogmulat and you are so proud of anyone ... your mother is just scuming ahahah cowardly debate!BBM's style is imitating..the difference is BBM looking for people..they are not nyahahha
Saklap!",0.089,0.178,0.734,-0.4575,Negative
8201,"@inquiredotnet @leilainasq well, if the other candidates trust the surveys, then give up nalang sila & amp;stop campaigning & amp;Hand the crown to BBM seeing he's got a huge lead.",0.243,0.0,0.757,0.7717,Positive
8202,Mempercepat pembakaran lemak dn mengonrol wrat badan sera efetif !! more info sms/bbm 085321531037/2962ac8f https://t.co/goelnkc0zt,0.0,0.0,1.0,0.0,Neutral
8203,bbm kok 2017 wkwk udah ga jaman juga kali,0.0,0.0,1.0,0.0,Neutral
8204,Pengen tanya2 seputar efek?BBM BBM We Langsung Yuk di Pin Bbm 7DBF66E8.Gratisssss;),0.0,0.0,1.0,0.0,Neutral
8205,"@Acer02111964 @Angmanunupa Bbm thief
Cowardly in debates kase thief",0.0,0.61,0.39,-0.8555,Negative
8206,"@Justcay2 @ancalerts yup the 4 candidates have each validated alibis of ""bias"", delicadeza, and ""being busy"" as acceptable reasons to back out from a debate.If BBM singlely gets flack for backing out in the future, it only means that Raven haters are obsessed with him.",0.11,0.102,0.788,-0.1531,Negative
8207,"JUST IN: President Duterte Leni Kiko, BBM Sara Top 1 is ... https://t.co/omqgk8ZP8g عبر @youtube",0.122,0.0,0.878,0.2023,Positive
8208,"@repubbikonline yuk bu ,, hung bbm di commentari juga ,, naiknya hakyak lo in this bukan 100 apa 200 perak doang low😇",0.0,0.0,1.0,0.0,Neutral
8209,"@ymojyw it's ok that besh, justified that it's ok that bbm doesn't expect the succeeding debates.Time Management 😉 and more airtime BBM later.",0.256,0.095,0.649,0.538,Positive
8210,They think this is love island.Mhmmmmm https://t.co/w190y0gats,0.412,0.0,0.588,0.6369,Positive
8211,Who else said BBM was cowardly for not joining the presidential interview?https://t.co/QCMT5QVZZZB,0.0,0.191,0.809,-0.3818,Negative
8212,@Frogmulat ako girl..wala ako time..repkay ako ako huod..what why is the bold mom?Hahah cow also eh @frogmulat .. so don't look for bbm ..may choice if you are aapir..na gets a small brain? Hahahahah,0.085,0.0,0.915,0.4515,Positive
8213,@nathans29134419 volume pdin tlgang tangang supporters si bbm.There is no proper logic 😅😅😅😅,0.18,0.137,0.683,0.1779,Positive
8214,"@Isandronly thank you isko, leni, ping and manny and a lot of time for bbm and leody just airtime",0.128,0.0,0.872,0.3612,Positive
8215,@Str88825414pink that's some king shit! 🤣🤣,0.0,0.438,0.562,-0.5983,Negative
8216,@Kirosangreal @iam_a_sorbetero @ricydarian bbm will be better than the hypothetical leni presidency.Thats a guarantee.Good thing that pinoys now are getting it right again.Yellows/pinks are gonna be extinct in a few months i can't wait❤❤❤,0.088,0.0,0.912,0.4404,Positive
8217,"@Hamaderazo @ancalerts fair and brave.Kudos to leody.This will be his best stage.A total missed opportunity for ping, etal.A one-on-one face off with BBM would have given any of these runner ups the campaign boost it needs.",0.265,0.049,0.686,0.8689,Positive
8218,", MNBVCXSertyuil, MNBVC",0.0,0.0,1.0,0.0,Neutral
8219,not all turned red bbm,0.0,0.0,1.0,0.0,Neutral
8220,"@Davidlangto1 @saintsza_ that's my brother, bbm hasn't done anything yet, it's just ""do you think BBM can't do what his dad has done?""
Since he has been a president, he must have finished big and he has plans for the Philippines
I'm not abt his father here, it's abt him",0.0,0.0,1.0,0.0,Neutral
8221,@maltiq uhhh he's wrong.BBM did not file the returns when he was still governor.,0.0,0.0,1.0,0.0,Neutral
8222,You have a lot of stoning what bbm e has no pake hahahhahahs #Lenidawal,0.0,0.167,0.833,-0.296,Negative
8223,BBM's nap,0.0,0.0,1.0,0.0,Neutral
8224,@Frogmulat huh?You haven't heard of BBM's platform..it starts with unity but it's just unity .. you really are talking..and at least they don't need abs starlets.toni sara and bbm just sing popular..d no budget yet..that one million the campaign spenditure is still submerged,0.0,0.062,0.938,-0.4215,Negative
8225,@nathans29134419 sus the ugly ca bbm na hnd tinaging..gayaang ba nla yon eh no.1 in survey ..,0.0,0.171,0.829,-0.5106,Negative
8226,@Penny_lane_bbm so what is your penalty?You broke the rules so now you have to pay a price.Make that price real.Make it painful.Make it something you want to avoid having to do again.If all you have to do is get through the pity and regret it will happen again.,0.024,0.212,0.764,-0.8442,Negative
8227,"@jpnemenno correct po ""BBM is a good leader because he has cheated most politicians eh.",0.139,0.332,0.529,-0.6124,Negative
8228,"So when BBM, cowardly.When Lenlen, is it okay?lol the acidity of these kamampinks.😅🤣🌸💓💗
#LenIdasal",0.0,0.0,1.0,0.0,Neutral
8229,美肌 ダイエットエイジング ケア に は 成長 ホルモン が 効果 が あり ます ★ 成長 ホルモン は 別名 若 返り ホルモン です ★ 夜 １０ 時 から ２ 時 くらい まで が 成長 ホルモン 促し ましょ な ので バランス 食事 っ 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事 食事と 適度 な 運動 で 成長 ホルモン の 分泌 を 増やし たい たい,0.0,0.0,1.0,0.0,Neutral
8230,@Aaseenkatkija @smlmkl tuo keho on ollut akiivinen ruoka-aikoina ja niiden subkopuolella.,0.0,0.0,1.0,0.0,Neutral
8231,Mau Naika Were Badan 1-3kg/Minggu Dengu Cara Sehat Dan Alami Mrpro Soluinana Order WA 085799289494 Bbm: D19CB7A3 https://t.co/FSQC10eqzh,0.0,0.0,1.0,0.0,Neutral
8232,MAU NAIKA WRITE BADAN 1-3KG/MINGGU DENGAN CARA SEHAT DAN Alami MRPRO SOLUSINYA ORDER SMS 081286985708 BBM 5846987F https://t.co/oj9t7rryr5,0.0,0.0,1.0,0.0,Neutral
8233,@RGAPAS_ BBM The economy will fall again.,0.0,0.0,1.0,0.0,Neutral
8234,No to NPA!Yes to BBM for President ✌️✌️👊🇵🇭❤️🎈,0.0,0.263,0.737,-0.3595,Negative
8235,"@jpnemenno correct po ""BBM is a good leader because he has followed other politicians eh .. 🤣🤣🤣""",0.141,0.176,0.683,-0.1779,Negative
8236,"@superpam5 @apakheticdame I'll just clarify.My idol (BBM) does not retreat to SMNI debate.They are just idols.As for those he did not care about, he said at first that he would not go.He didn't expect it!That's my idol!My President BBM!Not Rude!",0.0,0.185,0.815,-0.812,Negative
8237,@Str88825414pink cause they normally sleep early.which bbm are you watching,0.0,0.0,1.0,0.0,Neutral
8238,"@jcpadarbrgy indeed, while BBM's supporters are having fun, the pinks are giggling in anger!",0.396,0.163,0.441,0.6476,Positive
8239,Did you see that in the makati the cars in bbm haha haha so you have to fight char 😂,0.244,0.106,0.65,0.5267,Positive
8240,"@NAMERCADOINQ Poor BBM, Father,",0.0,0.508,0.492,-0.4767,Negative
8241,OMG!Why?BBM supporter,0.705,0.0,0.295,0.3382,Positive
8242,"Do you want to have a bbm in Bbm?Disini Tempatnya, tweet dengan kata2 pinbb atau pinbbm .. ^_ ^",0.075,0.0,0.925,0.0772,Positive
8243,This is really concerning.It is obvious that BBM will only be able to benefits him.Pedo Quiboloy is endorsed.,0.223,0.0,0.777,0.5574,Positive
8244,@arronvince_28 @_gaiaapoly @cheldiokno @itssassagurl @pipaykipayy bbm me but respect their political views you can't please vote for anyone you believe is good for pinas not because marcos i can do this but dzuh favorite social media influencer ko yang yang yang yang yang yang yangYou know,0.216,0.044,0.739,0.8899,Positive
8245,Bet us to watch those who do not participate in the debate to copy BBM's answer.Like #LenIlWoLo #DodongManeh #iskomeeh,0.0,0.0,1.0,0.0,Neutral
8246,We have a bad product.Herbal products are aman and halal for skin.081320611197-Bbm: 51DBad17,0.0,0.241,0.759,-0.5423,Negative
8247,"Perhangan‼ ️
Do you want to do it?
Harga bbm naik nih .. kok ga ada suaraya ??
Biasanya ada yg nangis tuh ..
Atau JGN SAMPAI #WAKILRAPONGAMNESIA
#WakilRopAmnesia https://t.co/K7SFVSKVAT",0.062,0.0,0.938,0.212,Positive
8248,@jyerherself @graceeverlast @hitman531ph @pastoracq @dzrhnews @bobitigigo @smninews @talpoker2021 @josesteii @michaelfujiwar8 @fugitivemind_ @inquiredotnet @mlastandard @martinromualdez @attylarrygad LIKE: https://t.co/HWHWNCY2UW,0.168,0.0,0.832,0.4995,Positive
8249,"To DDS friends turned BBM apologists, why?6 years ago we debated about D30 versus Roxas, now Robredo versus Marcos.You are very consistent.I love you but can't accept the fact that you're also spreading fake news.So let's break our friends first.😂😂😂",0.176,0.136,0.688,0.2531,Positive
8250,【NFL】 ラムズ 、 で ス ー ス ー ボウル を 制し 「最高 の ポスト シ シ/T.co/ceutsxBGNV,0.0,0.0,1.0,0.0,Neutral
8251,1993 BBM 239 Ichiro Suzuki True #TheHobby https://t.co/vculg2Yygr,0.286,0.0,0.714,0.4215,Positive
8252,"Be one more !!Nice merly then you take bbm posts ???
Nyak yan be!Cancel!Dirtiness!",0.27,0.0,0.73,0.7004,Positive
8253,@1seanmati too much.🔥🔥🔥,0.0,0.0,1.0,0.0,Neutral
8254,"Jangan Menunda Kesuksesanmu, can you?Bertakitaka Sekarang & amp;gabunglah di paytren dan nikmati keungannya

Ping BBM: 5A766CCA",0.0,0.0,1.0,0.0,Neutral
8255,"@EstoMostella @dtnalakridersr @frogmulat sabeng pinktards cowboy si bbm..first debate..not interview ha debate yan..rasras immediately hahahah..di @frogmulat
Cowboy to debate!",0.13,0.0,0.87,0.4003,Positive
8256,@Jany____ i dnt fancy bbm,0.0,0.0,1.0,0.0,Neutral
