,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
9007,"The truckna just passed the jingle of Leni Robredo, I was crying.😭😭😭",0.0,0.0,1.0,0.0,Neutral
9008,"@dionocampos @hernandezpopoy @yahooph @lenirobredo and teach him to violate tax code!Which is clearly a crime punishable under the said law.Dyos ko!
Leni just should!

#Sefine Opening
#HoweverKayleni",0.077,0.298,0.625,-0.8306,Negative
9009,@PMMZSG @inquiredotnet @NAMERCADOINQ @lenirobredo seems to be more addicted to one,0.0,0.0,1.0,0.0,Neutral
9010,"@gmanews @lenirobredo arf arf arf arf arf arf
It's been 3 decades
Worf worf worf worf worf",0.0,0.0,1.0,0.0,Neutral
9011,"Why Leni?
video not mine, ctto
""",0.0,0.0,1.0,0.0,Neutral
9012,"Good morning everyone, except for Leni Robredo who still doesn't follow the Comelec rules.

""",0.182,0.0,0.818,0.4404,Positive
9013,"@Ianesguerra @lenirobredo 2. That's all I can say about it.Me guys who say that he is like this because of his first words, I do not jujudge them in their conclusion to Cong.Salceda to Cong Salceda to show up and amend his pronouncements",0.059,0.0,0.941,0.3612,Positive
9014,@Maria47215 @jimmy93171751 @growlharharhar @lugawnalaga @teems12 @maanabrenica @danwaytoofar @atokpascua @magbubukid4 @eyeere @lav2heart14 @buangsonny @maiiia_nnx @alvittany07 @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas@ronaldo_naman @chadacada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjeremy @janellzaragoza @iampatriotmds @mdsonwardph22 @garfieldup @iliad_novak @anunnaki09 @mael_opreuce_8888 Jermaine @Ligaya2021 @ejo_vend @mistpersie @bbm4ph @lenirobredo @pinoyakoblog @pinkylabordo122Here is Len Len's product… the cost of his own Balwarte… 😂🤣🤣,0.0,0.0,1.0,0.0,Neutral
9015,"Vice President Leni Robredo continued barnstorming through her native Bicol on Wednesday, thanking her supporters for their “united stand” and saying that they would have no cause to be ashamed of her future governance as President.|@krixiasinq/pdi https://t.co/mqrbirfbwm",0.069,0.126,0.806,-0.34,Negative
9016,@Jimmy93171751 @Maria47215 @atokpascua @alvittany07 @maanabrenica @hlingayan @myzeyosa15 @voj_0418 @jobjorl @danwaytoofar @magbubukid4 @LugawNalada @eyeeres @alllespant @nilesneel @Buangsonny @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman@chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjeremy @janellzaragoza @iampatriotmds @mdsonwardph22 @garfieldup @iliad_novak @anunnaki09 @mael_opreuce_888888888 arajermaine @ligaya2021 @ejo_vend @mistpersie @bbm4ph @lenirobredo len lennnnn🤣🤣🤣🤣 https://t.co/a8Mabzep63,0.0,0.0,1.0,0.0,Neutral
9017,@lenirobredo pa add po vp leni to the intro ng profile nyo- 17th president of the phil.💗💪🙏,0.0,0.184,0.816,-0.5574,Negative
9018,"One of the reasons why @lenirobredo and @kikopanilinan I am because of people like them.We are included in the #Life Life Platform by VP.

#RosasAng Big Bukas

Credits to Negros Youth for Leni's FB Page.🙏❤ https://t.co/YOBHQFFR3S",0.132,0.0,0.868,0.6124,Positive
9019,@Alteryalla @eyyudiarihway @lenirobredo hahaha song.😂😂,0.474,0.0,0.526,0.5574,Positive
9020,"Surprisingly, Salceda has turned 180 degrees to Leni Robredo's side!Legit ba talaga?🤔",0.185,0.0,0.815,0.3595,Positive
9021,@cookitout @ianesguerra @lenirobredo he is more embarrassed by the Albay people once he does.Though Cong's case is kind of not yet.Good thing that he did.💗,0.0,0.104,0.896,-0.4201,Negative
9022,Leni Robredo 💕,0.0,0.0,1.0,0.0,Neutral
9023,@Ianesguerra @lenirobredo hmmmpppp I still believe in his wisdom but he broke it when I admired him..Maybe he thought or thought he would be ashamed of both Oragon,0.182,0.215,0.603,-0.296,Negative
9024,A salute to the companies that support President Leni Robredo!,0.272,0.0,0.728,0.4574,Positive
9025,@elli_andy @yahooph @lenirobredo no recount because you can't win your mom 🙊,0.0,0.369,0.631,-0.6454,Negative
9026,@Lenirobredo Leni and Kiko @kikopangilinan https://t.co/xn5lgmzrgb,0.0,0.0,1.0,0.0,Neutral
9027,@Sntmntlrestart @lenirobredo @rhenqaif,0.0,0.0,1.0,0.0,Neutral
9028,"@Attymatula @maamsyj on my list

Pres: Leni Robredo
VP: Kiko Pangilinan

1.Trillanes
2.Diokno
3.Hontiveros
4. De Lima
5.Baguilat
6.LACSON
7.Matula
8.Colmenares
9.Zubiaga
10. Labog
11. ??
12. ??",0.0,0.0,1.0,0.0,Neutral
9029,@Yahooph @lenirobredo wew mema,0.0,0.0,1.0,0.0,Neutral
9030,"@lapapinaylapapinay @PhilstarNews @inquiredotnet @dzmmteradyo @houseofrepsph @senateph @vppilipinas @lenirobredo @kikopangilinan should be ""Agimat Party List"" to extend life to life",0.206,0.0,0.794,0.5267,Positive
9031,After all ... BBM's level is far away compared to Leni Robredo.,0.0,0.0,1.0,0.0,Neutral
9032,@Jimmy93171751 @atokpascua @alvittany07 @maanabrenica @hlingayan @myzteryosa15 @voj_0418 @Maria47215 @jobjorl @danwaytoofar @magbubukid4 @LugawNalada @eyeeres @alllespant @nilesneel @lino_iam @brppy07 @Buangsonny @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman@chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjeremy @janellzaragoza @iampatriotmds @mdsonwardph22 @garfieldup @iliad_novak @anunnaki09 @mael_opreuce_888888888 arajermaine @ligaya2021 @ejo_vend @mistpersie @bbm4ph @lenirobredo hhahahhaha ang paittttttt baof coffee you len lennnnnnn https://t.co/xiswj2mn2b,0.0,0.0,1.0,0.0,Neutral
9033,@jedx0 @teamlenirobredo @lenirobredo https://t.co/wboacxwbui,0.0,0.0,1.0,0.0,Neutral
9034,@Pinoy_rambu @lenirobredo 18 hours a day working but their saint's mum is still down.Mennn 😂,0.0,0.0,1.0,0.0,Neutral
9035,@jedx0 @lenirobredo @teamlenirobredo @Aikarobredo edi just vote for you alone .. don't be mad .. what are you dictator ... 😂 😂 😂,0.116,0.088,0.795,0.1601,Positive
9036,"@Dronyleachon https://t.co/owpb23YVGP Leni Robredo's plan is detailed
#LENIFURPRESSIDENT2022",0.0,0.0,1.0,0.0,Neutral
9037,@lenirobredo #lenirobredo2022 ❤️,0.0,0.0,1.0,0.0,Neutral
9038,@April05343619 @admazakiakagi @eyyudiarihway @lenirobredo jobless is Mayor Isko Moreno?,0.0,0.0,1.0,0.0,Neutral
9039,@Yahooph @lenirobredo #lenirobredo2022 ❤️,0.0,0.0,1.0,0.0,Neutral
9040,@jedx0 @teamlenirobredo @lenirobredo https://t.co/UFM6en524L,0.0,0.0,1.0,0.0,Neutral
9041,"#Sefine Opening

How Leni Robredo is winning the presidential race https://t.co/KKQIhjlyqk",0.254,0.0,0.746,0.5267,Positive
9042,@Ianesguerra @LenirObredo 🤔🤔 def,0.0,0.0,1.0,0.0,Neutral
9043,"I said, I cried a lot that day.😭💖

I feel the full support of the Bicolanos to @lenirobredo 😭💖💖💖💖",0.148,0.142,0.71,0.0258,Neutral
9044,@lenirobredo my next president @lenirobredo,0.0,0.0,1.0,0.0,Neutral
9045,@inquiredotnet @melvilangkoconinq vp @lenirobredo is always right.✌️,0.0,0.0,1.0,0.0,Neutral
9046,That's the platform ... the result should be that way .. that's the report .. if it's true .. numbers ... @iskomoreno @iampinglacson @lenirobredo @mannypacquiao,0.104,0.0,0.896,0.4215,Positive
9047,@rollbacco @lenirobredo @teamlenirobredo @dapinileni @baliwagforleni @lawyersforleni @pep4leni @Bataan4Leni @lenikikovckatip @architects4leni @Aikarobredo 🌸🌹,0.0,0.0,1.0,0.0,Neutral
9048,"Tonight on #ancafterTheFact, what made this Duterte Ally, who was initially pushing for the President's daughter to run for President, back the candidacy of VP @LenirObredo?

Watch it here at 8 p.m.",0.0,0.0,1.0,0.0,Neutral
9049,"BBM was just 15, while Ramos was head of constabulary from onset of ML.Leni Robredo pursued Ramos officials to support her candidacy.Through guilt by association which Kapampinks has mastered, it follows they are as despicable & amp;INSENSITIVE TO THE VICTIMS OF MARTIAL LAW 🤔",0.058,0.11,0.833,-0.347,Negative
9050,@Yahooph @lenirobredo oh really? 😂😂😂😂😂😂,0.0,0.0,1.0,0.0,Neutral
9051,@manilabulletin @lenirobredo you also forget the poor.,0.0,0.5,0.5,-0.6124,Negative
9052,Read it good paying jobs 😊 See..So they are great eh ... even in the low position ... the salary can buy an iPhone that is also sold by rich🙂 @iskomoreno @iampinglacson @lenirobredo @mannypacquiaoUSA so know this,0.166,0.05,0.784,0.7096,Positive
9053,@ScathedMedusa @rycevicencio @lenirobredo @kikopangilinan hahahaha !!!That's how it should be!!!Chaur !!!Ay !!Happy bday kay matinee idol !!,0.233,0.0,0.767,0.7067,Positive
9054,@Daydreamer479a @yahooph @lenirobredo yong tallano gold daw than windmills and his dad's accomplishments.,0.0,0.0,1.0,0.0,Neutral
9055,@lenirobredo porridge,0.0,0.0,1.0,0.0,Neutral
9056,Goodmorning mam @lenirobredo!Our next president!💓💓💓,0.0,0.0,1.0,0.0,Neutral
9057,"@Jimmy93171751 @atokpascua @alvittany07 @maanabrenica @hlingayan @myzteryosa15 @voj_0418 @jobjorl @danwaytoofar @magbukid4 @LugawNalaga @eyeere heart14 @buangsonny @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman@chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjeremy @janellzaragoza @iampatriotmds @mdsonwardph22 @garfieldup @iliad_novak @anunnaki09 @mael_opreuce_888888888 arajermaine @ligaya2021 @ejo_vend @mistpersie @bbm4ph @lenirobredo #Marcosparin cry oftown ✌🏻🇵🇭👊🏻, yellowmites now in disguise penk You are still the ones who are disgusting, cheering and garbage in the Philippines 😡

https://t.co/dbfo0ywdnk",0.047,0.12,0.833,-0.6369,Negative
9058,@Ireneballeste18 @manilabulletin OFWs say hey ... 🖐️.And there's a lot of us who can't wait for our payback (#Election2016) to vote against @lenirobredo.#Election2022,0.0,0.0,1.0,0.0,Neutral
9059,@Butifyouinsist @jpgrobredo @keppyko3in1 @lenirobredo true ❤,0.412,0.0,0.588,0.4215,Positive
9060,"VP Leni (@lenirobredo) is the most qualified to be the next president of the Philippines, but some of y'all are not ready for that conversation.",0.0,0.1,0.9,-0.395,Negative
9061,@Dutertesara mama @lenirobredo you will spend the time campaigning for you.You don't even have the people to help the government that you are part of.,0.101,0.0,0.899,0.4019,Positive
9062,"To @lenirobredo and @kikopanininan we are just.

#Along life
#Sefine Opening
#Lenikiko2022",0.0,0.0,1.0,0.0,Neutral
9063,@Daydreamer479a @yahooph @lenirobredo clean record Leni but no plans in the Philippines are the only target to defeat Marcos.Poor Pinas just play.,0.166,0.229,0.605,-0.431,Negative
9064,"@shei0510 @jpgrobredo very well said, by a daughter raised well @lenirobredo 💗💗 #gobyernongPapatigat LifeThis #ChalousRoSaBo Opening #Lenikiko2022",0.255,0.0,0.745,0.584,Positive
9065,@Hernandezpopoy @yahooph @lenirobredo you support is a trace of corruption and violation of the Constitution is difficult to understand.Wake up maybe a nightmare to catch.,0.095,0.201,0.704,-0.4588,Negative
9066,How Leni Robredo is winning the Presidential Race https://t.co/t7WLNCC5HB,0.298,0.0,0.702,0.5267,Positive
9067,@_Gaiaapoly @lenirobredo let's g kweens!,0.0,0.0,1.0,0.0,Neutral
9068,@joybfloriano @flinintech @pads_nosi mass offered for Leni Robredo & amp;Kiko Pangilinan is that so?Ty,0.0,0.0,1.0,0.0,Neutral
9069,"@Lenirobredo Madam President #Lenirobredo2022 Thanks for the jungle, Sorsogon
God
-Solid Leni Forest Volunteers 😘 https://t.co/csflkhcaw0",0.355,0.0,0.645,0.6808,Positive
9070,@GeraldBaldoza @lenirobredo @kikopangilinan tulips yun di rose!Brain yellow ampota!,0.0,0.0,1.0,0.0,Neutral
9071,"@waisthename @lenirobredo proud Basileño!
#RosasAng Big Bukas",0.361,0.0,0.639,0.5255,Positive
9072,@Mang_inasar has not won the President Leni Robredo he has been unanimous,0.0,0.214,0.786,-0.4585,Negative
9073,@Danke143143 @lenirobredo you look more like a brad.You even retweet t *** to your profile.You are confirmed.🤡,0.166,0.0,0.834,0.4201,Positive
9074,"@Alimmyasin @pinoyanghang @palatal3xpander @lenirobredo she can't cheat.Too much noticeable.Different from 2016 they are a little bit, it's easy.",0.141,0.0,0.859,0.3892,Positive
9075,@wwwasleep @yahooph @lenirobredo and they shouldn't have.Look what happened to Facebook.,0.0,0.0,1.0,0.0,Neutral
9076,@Lenirobredo Solid Leni here .. What do they say about you even when others laugh at you..that is the president q .. evil against good ...,0.242,0.131,0.627,0.4019,Positive
9077,@cessmossa @notyourmaru @e_others @lenirobredo yes pandemic na yang interview,0.252,0.0,0.748,0.4019,Positive
9078,"We fight because we hope for better.We deserve better.

To @lenirobredo and @kikopanininan we are just.

#Along life
#Sefine Opening
#Lenikiko2022 https://t.co/203M90YCJS",0.212,0.095,0.693,0.4939,Positive
9079,@Yahooph @lenirobredo mind-conditioning at its finest.,0.0,0.0,1.0,0.0,Neutral
9080,@dionocampos @enairamthineza @hernandezpopoy @yahooph @lenirobredo they don't have the numbers and this is their process of encouraging others to join their cause 🤷🏻‍♂️ paid trolls 😂 https://t.co/QDKZRS9B0s,0.189,0.0,0.811,0.6808,Positive
9081,"WATCH: During her proclamation rally, VP Leni Robredo said that leaders - especially presidents - should be honest, caring for their constituents, and always prepared to help.#AsPilipino2022 https://t.co/mqga1sqadu",0.268,0.0,0.732,0.8126,Positive
9082,"Thank you for VP Leni @lenirobredo and for your sacrifices for the whole Philippines.You are different from the guys.
#Sefine Opening
#GOBYERNongPapat Life",0.102,0.0,0.898,0.3612,Positive
9083,How Leni Robredo is winning the presidential race https://t.co/bo5ppg6vii,0.298,0.0,0.702,0.5267,Positive
9084,"@Snorlax_0330 is really good by @143redangel, dont worry we will not vote for @lenirobredo to enter all your description",0.248,0.0,0.752,0.6807,Positive
9085,VOTE LENI ROBREDO FOR PRESIDENT !!!!!!!!!#Lenirobredo2022 #kakampink 💗💗💗💗💗💗 https://t.co/zme7xtd005,0.0,0.0,1.0,0.0,Neutral
9086,@Yahooph @lenirobredo oh really your turtle story hahahahahha https://t.co/3g34v2lkwm,0.0,0.0,1.0,0.0,Neutral
9087,"Country now mother is needed!🎀💖 vp @lenirobredo We need you Sen.Kiko!Long live, we will stand in your back and side for the Filipinos!https://t.co/FoxFCTMBQA",0.0,0.0,1.0,0.0,Neutral
9088,"I don't need tite anymore, I miss it, Leni Robredo wins !!!",0.323,0.113,0.564,0.6093,Positive
9089,@Yahooph @lenirobredo think again https://t.co/hl4SP7AQFR,0.0,0.0,1.0,0.0,Neutral
9090,And when you ask for respect.If you think about VP @lenirobredo then that's it.#Sefine Opening,0.0,0.0,1.0,0.0,Neutral
9091,@notfolklore13 @reputushion @lenirobredo iktrrr,0.0,0.0,1.0,0.0,Neutral
9092,Housing: The squatters are removed then transferred to a place with no electricity..tubm..writing..School .. or not nothing .. away ..you know that,0.0,0.099,0.901,-0.296,Negative
9093,I mean Identify this areas of squatter in Metro Manila ??What is this plan to them ??is that going to start the housing ???@Iskomoreno @mannypacquiao @iampinglacson @lenirobredo,0.0,0.0,1.0,0.0,Neutral
9094,Are you sure you have notes or lists when you are sitting on the actions .. Unless you really don't care about the problem of the town😁 Housing Project: Are squatter areas listed in Metro Manila ??@Iskomoreno @iampinglacson @mannypacquiao @lenirobredo,0.051,0.132,0.817,-0.5671,Negative
9095,@Rosltfawlty @reputushion @lenirobredo 1 vote secured,0.403,0.0,0.597,0.4019,Positive
9096,"GET YOURSELF THIS TWIBBONIZE FRAME AT https://t.co/TMJ7Rees15
Don't forget to follow @twibbonize for further updated info!
#LenirObredo #Sefine Opening #Letlenilead #LenirObredofurPresident #LenipinkFrame #Twibbonize",0.082,0.0,0.918,0.2401,Positive
9097,@Sntmntlrestart @lenirobredo aaaaa lets goo,0.0,0.0,1.0,0.0,Neutral
9098,@ScathedMedusa @radgearreugse @lenirobredo @kikopangilinan #kakampinks https://t.co/hsvszpitdh,0.0,0.0,1.0,0.0,Neutral
9099,"Fearless forecast:

VP @lenirobredo will be the next president of the Philippines!💕",0.225,0.0,0.775,0.4926,Positive
9100,"I repeat, you are good to fight @lenirobredo!🥺🌸💗💕",0.296,0.241,0.463,0.1511,Positive
9101,@Kyle_xy03 @yahooph @lenirobredo old news.This is a new one: https://t.co/FHNCZG96AU,0.0,0.0,1.0,0.0,Neutral
9102,The next president Leni Robredo 😄,0.0,0.0,1.0,0.0,Neutral
9103,"@heysvend i agree sir.As well as Mimshie's children let's not join them.Stick to the facts lang po tyo.President @lenirobredo says ""more radical love"".God is up to them.Don't we want to be like them?You are different from them.Break open",0.158,0.15,0.692,0.1002,Positive
9104,How Leni Robredo is winning the Presidential Race #Sefine Opening https://t.co/MB8C4O6TS6,0.254,0.0,0.746,0.5267,Positive
9105,@Anamayneleah @lenirobredo @jpgrobredo galing!💗💗💖,0.0,0.0,1.0,0.0,Neutral
9106,"@Shaairasofia boba!@143Redangel @angelicapang attacks people, as in Bobita @lenirobredo as toni is thinking her own business not attacking anyone, Toni has a class!No comparison my dear!Leni is also a thief of votes!@bagbongmarcos will prove that on May!",0.059,0.178,0.763,-0.7174,Negative
9107,"Good morning ☀️❤️🇵🇭
Leni Robredo for President
Kiko for Vice President",0.225,0.0,0.775,0.4404,Positive
9108,@eyyudiarihway @lenirobredo I laughed again,0.5,0.0,0.5,0.4588,Positive
9109,"To @lenirobredo and @kikopanininan we are just.

#Along life
#Sefine Opening
#Lenikiko2022",0.0,0.0,1.0,0.0,Neutral
9110,"@GisingMamitayan @Lenirobredo has reached President @lenirobredo 😍😇, @jpgrobredo tweeted about it.😍",0.123,0.0,0.877,0.1027,Positive
9111,@Yahooph @lenirobredo in your wildest dream,0.286,0.0,0.714,0.25,Positive
9112,"@chuchill3 @yahooph @lenirobredo wait for you Western Visayas, maybe even re-count again.",0.0,0.0,1.0,0.0,Neutral
9113,Madam President Leni Robredo 🌸🌸🌸 @LenirObredo 🇵🇭 #LenianAngStahat #LenifurPressident2022 #ChooseRoSaBoThis Https://t.co/KSXKSXGEFS,0.0,0.0,1.0,0.0,Neutral
9114,good 🌅 see you later😊 @lenirobredo stay safe po🙏 #tanauanforleni,0.453,0.0,0.547,0.7003,Positive
9115,You really have bangs @lenirobredo 🥺💕,0.0,0.0,1.0,0.0,Neutral
9116,Good Morning Ma'am @lenirobredo 🌷,0.492,0.0,0.508,0.4404,Positive
9117,Leni Robredo Cutie🌺💮🌸,0.0,0.0,1.0,0.0,Neutral
9118,"To @lenirobredo and @kikopanininan we are just.

#Along life
#Sefine Opening
#Lenikiko2022",0.0,0.0,1.0,0.0,Neutral
9119,@rhoswelfab @lenirobredo rather than repeat your speech about unity no substance.🌷,0.0,0.18,0.82,-0.296,Negative
9120,@Iskomoreno @mannypacquiao @lenirobredo @iampinglacson,0.0,0.0,1.0,0.0,Neutral
9121,@ronaldgem @nuelleduterte Hope VP Leni Robredo is careful with those who are in a hurry.We do not know their intention after election.,0.191,0.0,0.809,0.5423,Positive
9122,@nheleestrella @lenirobredo 🙏💖🙏,0.0,0.0,1.0,0.0,Neutral
9123,@Yahooph @lenirobredo let's win it.,0.487,0.0,0.513,0.5859,Positive
9124,"Davaoeños who loves the Philippines and wants to break free from China's puppy: We're with you.We pray for your freedom from a dynasty that has taken so many lives in your city.For the next generation, let's choose the true godly, Filipino: @lenirobredo 💗",0.312,0.0,0.688,0.946,Positive
9125,@lenirobredo inspires always !!! 💕💕💕,0.486,0.0,0.514,0.5826,Positive
9126,@lenirobredo i will vote VP Robredo for President because she has a strong platform for the Filipinos ..,0.18,0.0,0.82,0.5106,Positive
9127,@mlkyuae_art @lenirobredo we need more of this.Insta follow!,0.0,0.0,1.0,0.0,Neutral
9128,"@manilabulletin but her celebrity friends are still following her, to name a few: VP Leni Robredo, Kris Aquino, Charo Santos, Pokwang, K Brosas, and other big ABSCBN artists mostly Kamampinks.",0.133,0.0,0.867,0.631,Positive
9129,@ehdiwow13 @jjfrompinas @altabscbn @lenirobredo majority ba talaga ???🥴🥴🥴🥴,0.0,0.0,1.0,0.0,Neutral
9130,@Yahooph @lenirobredo says Jay Contreras.It's free to dream when you wake up.,0.346,0.0,0.654,0.6486,Positive
9131,@Jjfrompinas @altabscbn @lenirobredo hahahaha!,0.0,0.0,1.0,0.0,Neutral
9132,"My three children did not vote in the last elections.But because they could not take what was happening in the country, they went home last year just to register with the Comelec.They were annoyed. They said @lenirobredo could only fix the country!#RosasAng Big Bukas",0.0,0.063,0.937,-0.4389,Negative
9133,VP @lenirobredo,0.0,0.0,1.0,0.0,Neutral
9134,How Leni Robredo is winning the Presidential Race https://t.co/MXR6AWBVIA,0.298,0.0,0.702,0.5267,Positive
9135,@Yahooph @lenirobredo and the Philippines will have a Cory style of government again.,0.0,0.0,1.0,0.0,Neutral
9136,Perfect 10 on the ballot - Leni Robredo!,0.4,0.0,0.6,0.6114,Positive
9137,(10) President Leni Robredo 2022 🥰,0.0,0.0,1.0,0.0,Neutral
9138,"@rhoswelfab @lenirobredo All events can be teleprompter.It's your guide for you to lose.But knowing Leni, she appreciates her speech.",0.155,0.0,0.845,0.5106,Positive
9139,@Sntmntlrestart @lenirobredo let's gooooo,0.0,0.0,1.0,0.0,Neutral
9140,@waisthename @lenirobredo thank you Basilan💕💕💕,0.385,0.0,0.615,0.3612,Positive
9141,Leni Robredo.🌷,0.0,0.0,1.0,0.0,Neutral
9142,"Nice neto.Let's go, let's win it.To @lenirobredo and @kikopanininan we are just.

#Along life
#Sefine Opening
#Lenikiko2022",0.306,0.0,0.694,0.765,Positive
9143,@ezrap18 @heisen_berg0 @yahooph @lenirobredo oh my lord is scary again the opponent of the people ....They all just come back.But you are more powerful Lord ....,0.102,0.106,0.792,-0.0276,Neutral
9144,@Lenirobredo Who wrote it?The truth.🤔,0.0,0.0,1.0,0.0,Neutral
9145,"I had the opportunity to express to the crowd why I should vote for Leni yesterday.This is how you do it.Not that “Ah well, we're BBM!” 🤭

Screen recorded on an FB live video during Yesterday's Leni Robredo's Albay Province Rally.

#Perer Open https://t.co/nwcbqxj1zj",0.117,0.0,0.883,0.636,Positive
9146,@lenirobredoftw @onlyviel @lenirobredo is so funny or funny hehe.,0.517,0.0,0.483,0.8168,Positive
9147,"Yes, Sir Gary!Same here and I am both proud and excited to vote for #lenirobredo, our future #Resident!

#LENIFURPRESSIDENT2022
#New Life
#RosasAng Big Bukas
#Lenirobredo2022",0.295,0.0,0.705,0.8309,Positive
9148,"@lenirobredo Leni for the win !!!
🙏💗🇵🇭💗🙏",0.438,0.0,0.562,0.6884,Positive
9149,"And as promise, pink mask it is!This is our fight!@lenirobredo @kikopangilinan

#Sefine Opening #Lenikiko2022 https://t.co/xghxi4wij8",0.171,0.0,0.829,0.4374,Positive
9150,@Daydreamer479A @yahooph @lenirobredo https://t.co/KCFPHVFJ55,0.0,0.0,1.0,0.0,Neutral
9151,@Yahooph @lenirobredo fluttered moment of a leni supportter https://t.co/b6ulcvw8mt,0.0,0.0,1.0,0.0,Neutral
9152,"@lenirobredo bkit s bicol Which Leni?Kc kpg get out of bicol, bangya and your friends are with you.The ending mpapapuya kn nmn",0.134,0.0,0.866,0.4767,Positive
9153,@Yahooph @lenirobredo crying bbm suppoters hahaha,0.336,0.29,0.374,0.128,Positive
9154,He really won in our hearts.It is a bonus that God will provide that he will win the upcoming election.God bless po @lenirobredo,0.452,0.101,0.447,0.9117,Positive
9155,"""Leni Robredo was, of course, a party to this vicious vilification campaign. She ran under the LP banner, took to the campaign trail with Roxas and Aquino, wore the LP's yellow colors, and sang from the same Hundred Right Hymn Book.""",0.062,0.058,0.88,0.0516,Positive
9156,"@Ronaldr75484618 @jimmy93171751 @atokpascua @kingnthonyr @rodel_maglan @anthonybicolan @akoalaskador @hlingayan @maanabrenica @danwaytoofar yosa15 @broppy07 @lav2heart14 @buangsonny @maiiia_nnx @alvittany07 @nichtweet101679 @botitsky@mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @zoilojr @altaslm @imnotadds @julezjeremy @janellzaragoza @iampatriotmds @mdsonwardph22 @garfieldup @iliad_novak @Anunnaki09 @mael_opreuce oto @denceasar @ciarajermaine @ligaya2021 @ejo_vend @mistpersie @bbm4ph @lenirobredo @pinoyakoblogLeng Leng's coffee is full of bitter

Leng Leng !!The coffee you have the chisel",0.0,0.059,0.941,-0.5242,Negative
9157,@eyyudiarihway @lenirobredo colorful tomorrow bbm-Sara the strong 😂🤣 https://t.co/s4ynizik1w,0.292,0.0,0.708,0.5106,Positive
9158,"@Jimmy93171751 @alvittany07 @atokpascua @voj_0418 @jobjorl @danwaytoofar @hlingayan @maanabrenica @magbukid4 @lugawnalanga @eyeeres @allspant @nilesneel @lino_iam @ronaldr75484618 heart14 @buangsonny @maiiia_nnx @akoalaskador @nichtweet101679 @botitsky @mu_bangonpinas @ronaldo_naman@chadachada17 @baldugho @anthonybicolan @zoilojr @altaslm @imnotadds @julezjeremy @janellzaragoza @iampatriotmds @mdsonwardph22 @garfieldup @iliad_novak @anunnaki09 @mael_opreuce_888888888 arajermaine @ligaya2021 @ejo_vend @mistpersie @bbm4ph @lenirobredo @pinoyakoblog @pinkylabordo122We love the Philippines, we will rise again.

Philippines need our own flag 🇵🇭
on our chest not evil ribbon 👎🏻

""",0.111,0.0,0.889,0.8279,Positive
9159,about,0.0,0.0,1.0,0.0,Neutral
9160,"@Yahooph @lenirobredo tough luck.If she was actually winning, the surveys would have reflected that already.I'm also not a fan of surveys but her battling it out with Isko over second place does not bode well.",0.057,0.196,0.747,-0.5271,Negative
9161,@Yahooph @lenirobredo san you picked up that won hahhahahaha courage ah yahoo you don't say,0.347,0.0,0.653,0.7845,Positive
9162,@eyyudiarihway @lenirobredo https://t.co/CSK352T8AV,0.0,0.0,1.0,0.0,Neutral
9163,"Pink and pink

Feminine wash is Leni Robredo's hope.https://t.co/ESGM39DDCF",0.0,0.0,1.0,0.0,Neutral
9164,Recall ... President Duterte should never forget Leni Robredo's vicious campaign against him 😮 https://t.co/i0dszic9ps,0.103,0.155,0.742,-0.2105,Negative
9165,@Yahooph @lenirobredo https://t.co/dpkbehcopz,0.0,0.0,1.0,0.0,Neutral
9166,@phenomravena @lenirobredo from Baguio and La Union.#Nosolidnorth #RosasAng Big Open,0.0,0.0,1.0,0.0,Neutral
9167,@dionocampos @hernandezpopoy @yahooph @lenirobredo crying.Lick you by mema lenlen nyo ...,0.0,0.0,1.0,0.0,Neutral
9168,@Yahooph @lenirobredo ako triggerred nanaman sila.say that bias.bast not in favor of them.AHAHAHHAHAHA Just don't have to do it ha 🙊🙊,0.101,0.095,0.803,0.0366,Neutral
9169,"THIS IS HUGE !!! 🥰

Sir Garyv is one of the pillars of OPM.Respected, always level-headed, and definitely of good moral standing as a human & amp;As a Christian.

To make a stand for #Lenikiko2022 speaks volumes.

Thank you po sir @garyvalenciano1!

@lenirobredo @kikopangilinan",0.247,0.072,0.681,0.8272,Positive
9170,"@jaarapoc @lenirobredo cz saying either Lacson or Moreno will give legitimacy to their candidacy.With Pacquiao, its a safe answer.Its like, ""Ok, so the option is Manny if I won't run or people will not support me"".Should we entertain that notion to vote for Manny instead?",0.157,0.046,0.797,0.6643,Positive
9171,"In the election, you can't do that candidate ehh he should also like it
Likewise he also has to insist on what he wants.So dont blame #toni or anyone else who is a candidate that you don't like
TUNG BA ??Ou election yan eh 🤷‍♂️ @bagbongmarcos @lenirobredo",0.147,0.0,0.853,0.7503,Positive
